Event	Gene	Sig. RBPs	Sig. Gene Expression	Sig. Sex	Tissue	Dimorphic
30195	ENY2	CPEB2(-0.04),CPEB4(-0.1),CPO(0.02),DAZAP1(0.19),ENOX1(0.05),FXR1(-0.1),HNRNPA1(0.04),HNRNPA1L2(-0.22),HNRNPA2B1(0.11),HNRNPC(0.02),HNRNPCL1(0.11),HNRNPH1(0.11),HNRNPK(0.51),HNRNPL(-0.11),HNRNPM(-0.1),IGF2BP3(0.01),LIN28A(0.04),MATR3(-0.12),MBNL1(-0.07),PABPC1(0.1),PABPC3(-0.07),PABPC4(-0.08),PABPC5(0.07),PCBP3(0.03),PPRC1(0.07),PUM2(0.12),QKI(0.21),RBM24(0.09),RBM28(0.11),RBM3(-0.09),RBM41(0.12),RBM45(-0.03),RBM46(-0.08),RBM5(-0.08),RBM8A(-0.27),RBMS1(-0.18),SAMD4A(0.11),SRSF1(-0.2),SRSF7(0.1),TIA1(-0.09),U2AF2(-0.21),YBX2(-0.05),ZC3H10(0.05),ZC3H14(-0.21),ZNF638(0.08)	0.42	0	Heart - Left Ventricle	No
31558	SNX5	A1CF(0.04),CPEB2(-0.06),CPO(0.04),ENOX1(-0.1),ESRP2(-0.04),FUS(0.28),HNRNPA1L2(0.16),HNRNPC(-0.02),HNRNPCL1(0.28),HNRNPH1(-0.1),HNRNPL(-0.2),KHDRBS1(-0.15),LIN28A(0.04),MATR3(-0.35),MBNL1(0.19),MSI1(0.04),PABPC1(0.11),PABPC3(-0.05),PCBP2(0.26),PCBP3(0.09),PPRC1(0.19),PTBP1(-0.1),QKI(0.31),RALY(-0.23),RBFOX1(-0.16),RBM24(0.2),RBM3(-0.16),RBM38(-0.09),RBM41(0.37),RBM42(-0.15),RBM45(-0.03),RBM5(-0.15),RBM6(0.11),RBM8A(-0.53),RBMS1(-0.25),SART3(-0.18),SRP54(-0.19),SRSF10(0.18),SRSF9(0.11),TARDBP(-0.13),TIA1(0.33),TUT1(-0.12),U2AF2(-0.28),ZC3H10(0.1),ZCRB1(0.14)	0.5	-0.07	Heart - Left Ventricle	No
24771	BRD2	A1CF(0.02),CPEB4(-0.07),FUS(0.14),HNRNPA1(0.06),HNRNPA1L2(-0.2),HNRNPA2B1(0.23),HNRNPU(0.16),IGF2BP2(0.14),KHDRBS2(-0.02),KHDRBS3(-0.06),MATR3(-0.22),MBNL1(-0.19),MSI1(0.08),PABPC1(0.13),PABPC4(-0.13),PABPC5(0.06),PCBP1(-0.12),PUM2(0.26),QKI(0.18),RBFOX1(0.08),RBM24(-0.09),RBM28(0.07),RBM4(-0.11),RBM41(0.11),RBM42(-0.12),RBM5(0.19),RBM6(-0.07),RBMS1(-0.08),RSF1(-0.14),SF1(-0.09),SNRPA(0.08),SRSF1(-0.18),SRSF7(0.08),SRSF9(-0.12),TARDBP(-0.11),TUT1(-0.12),YBX2(-0.04),ZC3H10(0.05),ZNF638(-0.2)	0.27	0.12	Heart - Left Ventricle	No
30684	CCDC53	CPEB2(-0.06),CPEB4(-0.09),FMR1(-0.28),FUS(0.14),HNRNPA1L2(0.18),HNRNPH1(-0.13),HNRNPL(-0.14),IGF2BP3(0.03),MATR3(-0.25),PABPC3(-0.04),PABPC5(0.06),PCBP1(0.22),PUM2(0.5),RBFOX1(0.12),RBM3(-0.12),RBM38(0.12),RBM45(-0.03),RBM5(0.12),RBMS1(-0.18),RSF1(0.21),SAMD4A(0.14),SF1(-0.16),SRP54(0.22),SRSF9(-0.16),TUT1(-0.2),U2AF2(0.22)	0.62	0	Heart - Left Ventricle	No
1585	CCM2	CNOT4(-0.25),CPEB2(-0.09),CPO(0.09),DAZAP1(-0.3),FUS(0.19),FXR2(-0.21),HNRNPH1(0.15),KHDRBS2(0.03),MATR3(0.37),PABPC4(0.34),PABPN1(-0.19),RBM3(0.08),RBM41(-0.17),RBM46(0.24),RBM8A(-0.19),RBMS3(0.07),SAMD4A(0.28),SFPQ(-0.22),SNRPA(0.14),SRP54(0.23),TUT1(-0.2),YBX1(0.17),YBX2(-0.15),ZC3H14(0.24),ZNF638(-0.29)	0.43	0	Heart - Left Ventricle	No
25465	MAPKAP1	A1CF(-0.02),CNOT4(-0.14),CPEB2(-0.08),ENOX1(-0.04),FUS(0.15),FXR1(-0.13),HNRNPA1(0.05),HNRNPA2B1(0.21),HNRNPC(0.03),HNRNPCL1(0.12),HNRNPF(0.23),HNRNPK(-0.22),HNRNPL(-0.1),IGF2BP2(-0.09),KHDRBS1(-0.18),KHDRBS2(0.01),KHDRBS3(-0.05),MSI1(0.07),PABPC1(0.18),PABPC3(-0.05),PABPC4(-0.16),PCBP1(0.15),PCBP2(-0.12),RALY(-0.14),RBFOX1(0.14),RBM24(0.07),RBM3(-0.04),RBM4(-0.1),RBM41(0.13),RBM42(-0.07),RBM46(0.09),RBM5(0.1),RBM6(0.06),RBM8A(-0.22),RBMS1(-0.11),RSF1(0.1),SAMD4A(0.08),SNRNP70(-0.11),SRP54(0.24),SRSF1(-0.21),SRSF2(0.07),TUT1(-0.07),YBX2(-0.05),ZC3H14(0.18)	0.71	0	Heart - Left Ventricle	No
25870	GDI1	CNOT4(-0.13),CPEB2(-0.18),CPEB4(-0.06),CPO(0.03),FUS(0.08),FXR1(0.18),FXR2(0.19),G3BP2(0.13),HNRNPA1(0.09),HNRNPA1L2(-0.15),HNRNPC(-0.03),HNRNPH1(-0.1),HNRNPK(0.36),HNRNPM(0.23),IGF2BP2(0.13),IGF2BP3(-0.04),KHDRBS1(-0.23),KHDRBS2(0.06),LIN28A(-0.02),MSI1(0.05),PABPC1(0.17),PABPC3(-0.04),PCBP2(-0.32),PTBP1(-0.09),QKI(-0.17),RALY(-0.15),RBM3(0.06),RBM41(0.11),RBM42(-0.09),RBM45(-0.03),RBM5(0.15),RBM8A(-0.21),RBMS1(-0.2),RBMS3(0.08),RBP1(0.06),RSF1(0.12),SART3(0.26),SF1(-0.27),SFPQ(0.17),SNRPA(-0.2),SRP54(-0.23),SRSF10(0.5),SRSF2(-0.2),SRSF7(0.09),TARDBP(-0.18),TIA1(-0.09),YBX1(0.17),YBX2(-0.05),ZC3H10(0.08),ZCRB1(-0.11)	0.34	0.1	Heart - Left Ventricle	No
8254	SMCHD1	ANKHD1(-0.3),CPEB4(-0.17),DAZAP1(-0.25),ENOX1(0.08),G3BP2(0.29),HNRNPA1(0.09),HNRNPA1L2(0.27),HNRNPC(0.11),HNRNPK(-0.93),HNRNPL(0.27),HNRNPU(0.42),IGF2BP2(-0.3),KHDRBS1(-0.61),LIN28A(0.05),PABPC3(-0.06),RBM3(-0.15),RBM41(0.24),RBM42(0.16),RBM8A(-0.22),RBP1(-0.07),SAMD4A(0.19),ZC3H10(-0.1),ZC3H14(0.66),ZNF638(-0.29)	0.26	0.16	Heart - Left Ventricle	No
2822	ELP6	ANKHD1(-0.23),FXR2(-0.3),HNRNPCL1(-0.24),MBNL1(-0.18),MSI1(0.08),PABPC3(-0.09),PABPC4(0.23),PABPC5(0.07),PABPN1(-0.25),PCBP1(-0.24),PCBP2(0.41),PCBP3(0.08),RBFOX1(-0.14),RBM28(0.15),RBM3(-0.09),RBM42(0.16),RBM46(0.17),RBM6(0.08),RBMS3(0.07),SAMD4A(-0.26),ZCRB1(0.15)	0.26	0	Heart - Left Ventricle	No
6699	KDELR1	A1CF(-0.03),CPEB2(-0.06),CPEB4(-0.07),CPO(0.03),FMR1(-0.14),FUS(0.06),G3BP2(0.17),HNRNPA1(0.13),HNRNPF(0.1),HNRNPH1(-0.17),HNRNPH2(0.18),HNRNPK(-0.4),HNRNPL(-0.16),HNRNPM(-0.13),HNRNPU(0.36),IGF2BP3(0.03),KHDRBS1(-0.11),KHDRBS3(-0.06),LIN28A(0.01),MBNL1(-0.15),MSI1(-0.06),PABPC1(0.2),PABPC3(-0.02),PABPC4(-0.18),PABPN1(-0.11),PCBP2(-0.19),PCBP3(-0.06),PUM2(0.28),QKI(0.22),RBFOX1(0.12),RBM24(0.11),RBM28(0.06),RBM42(0.06),RBM45(-0.07),RBM46(0.25),RBM5(0.33),RBM6(-0.08),RBM8A(-0.12),RBMS1(-0.08),RSF1(0.2),SART3(-0.12),SF1(-0.17),SFPQ(-0.22),SNRPA(0.08),SRP54(0.29),SRSF1(-0.1),SRSF10(-0.08),SRSF2(0.17),TARDBP(-0.07),TUT1(-0.3),U2AF2(0.33),YBX1(-0.11),YBX2(-0.08),ZCRB1(-0.07),ZNF638(-0.4)	0.27	0	Heart - Left Ventricle	No
20472	DRAM2	ANKHD1(-0.28),CPEB2(-0.13),CPO(-0.05),DAZAP1(0.18),ESRP2(0.04),FMR1(-0.15),FUS(0.11),HNRNPK(0.37),HNRNPM(0.17),HNRNPU(-0.23),KHDRBS3(-0.09),LIN28A(0.05),MBNL1(-0.19),MSI1(0.1),PABPC1(0.13),PABPC5(0.1),PCBP3(0.08),QKI(0.21),RALY(-0.18),RBM3(-0.09),RBM38(-0.07),RBM4(0.08),RBM42(-0.27),RBM5(0.24),RBM6(-0.08),RBM8A(0.2),RBP1(-0.08),SART3(0.22),SRP54(-0.27),SRSF1(-0.15),SRSF10(0.17),SRSF9(-0.23),ZC3H10(0.13),ZC3H14(-0.21),ZCRB1(0.14)	0.68	0.09	Heart - Left Ventricle	No
32580	PEMT	A1CF(-0.04),ANKHD1(-0.22),CPEB2(-0.12),CPEB4(-0.08),ESRP2(0.04),FUS(0.15),FXR1(-0.45),HNRNPA1(0.1),HNRNPA2B1(0.28),HNRNPCL1(-0.2),HNRNPH2(-0.35),HNRNPK(-0.39),IGF2BP2(0.19),LIN28A(-0.05),PCBP1(0.45),PCBP2(-0.38),PUM2(0.59),RALY(-0.34),RBM24(0.19),RBM28(0.14),RBM3(-0.11),RBM42(-0.11),RBM5(0.25),RBMS1(-0.17),RSF1(0.2),SF1(-0.29),SRP54(0.37),ZC3H14(0.34),ZCRB1(0.23),ZNF638(-0.44)	0.38	0	Heart - Left Ventricle	No
6041	HERC1	A1CF(-0.04),CNOT4(-0.26),CPEB4(-0.16),HNRNPA1L2(-0.19),HNRNPH2(0.33),HNRNPK(0.52),KHDRBS1(-0.29),MSI1(0.09),PABPC5(0.07),PABPN1(-0.15),PTBP1(-0.26),PUM2(0.27),RALY(-0.16),RBFOX1(-0.14),RBM6(0.1),RBMS1(-0.28),RBMS3(0.12),RSF1(-0.3),SRSF10(0.21),SRSF9(-0.27),ZC3H10(-0.08),ZCRB1(-0.15),ZNF638(-0.36)	0.46	0	Heart - Left Ventricle	No
38667	NAA60	A1CF(-0.05),CNOT4(-0.31),CPEB2(-0.16),ENOX1(0.07),ESRP2(0.06),FUS(0.14),G3BP2(0.23),HNRNPA2B1(0.54),HNRNPCL1(0.36),HNRNPL(-0.17),HNRNPU(-0.48),IGF2BP3(-0.06),PABPC1(-0.23),PPRC1(0.19),PUM2(0.34),RBM24(0.23),RBM3(-0.13),RBM4(0.18),RBM46(-0.31),RBM8A(-0.33),RBMS1(-0.15),RBMS3(-0.08),RBP1(-0.06),RSF1(0.42),SAMD4A(-0.16),SRSF1(-0.22),SRSF2(-0.27),TUT1(0.18),YBX2(-0.07)	0.04	0.1	Heart - Left Ventricle	No
8887	NUCB2	A1CF(-0.04),ANKHD1(-0.15),CPEB2(0.07),CPO(-0.04),DAZAP1(0.34),ENOX1(-0.05),FMR1(-0.24),HNRNPF(0.46),HNRNPH1(-0.1),KHDRBS1(-0.26),MSI1(0.07),PABPC5(0.05),PCBP1(-0.26),PPRC1(-0.15),PTBP1(-0.25),RBM28(0.11),RBM38(-0.12),RBM4(0.09),RBM42(-0.16),RBM5(0.15),RSF1(0.16),SAMD4A(-0.2),SFPQ(0.19),SNRNP70(-0.16),SRSF1(-0.21),SRSF10(0.2),SRSF7(0.1),SRSF9(-0.17),TARDBP(-0.24),ZC3H14(-0.22),ZNF638(-0.12)	0.51	0	Heart - Left Ventricle	No
5119	CLN3	A1CF(-0.04),CNOT4(-0.28),CPEB4(0.14),ENOX1(-0.1),FUS(0.25),FXR2(-0.28),HNRNPA1(0.12),HNRNPA1L2(-0.22),HNRNPH1(-0.15),HNRNPL(0.13),HNRNPM(0.23),IGF2BP3(-0.03),KHDRBS1(-0.28),KHDRBS3(-0.1),MSI1(0.09),PABPC1(0.26),PABPN1(-0.16),PCBP2(-0.4),PTBP1(-0.18),PUM2(0.29),RBM24(-0.19),RBM3(0.08),RBM4(0.11),RBM41(0.28),RBM42(-0.17),RBM46(0.21),RBM6(0.09),RBM8A(-0.29),RBMS1(-0.28),SART3(-0.27),SF1(-0.17),SRSF2(0.26),TARDBP(0.28),ZCRB1(-0.14),ZNF638(-0.16)	0.34	0	Heart - Left Ventricle	No
26642	SSB	A1CF(-0.03),ANKHD1(-0.25),CPEB4(-0.06),CPO(0.03),FUS(0.13),HNRNPA1(0.06),HNRNPC(-0.03),HNRNPK(0.3),IGF2BP3(-0.03),KHDRBS3(-0.06),LIN28A(0.05),MATR3(-0.19),PTBP1(0.11),QKI(0.21),RALY(-0.13),RBM42(-0.11),RBM45(-0.02),RBM8A(-0.2),RBMS1(-0.15),RBMS3(0.09),RBP1(-0.05),RSF1(-0.14),SAMD4A(0.09),SART3(0.16),SF1(-0.12),SRSF1(-0.09),SRSF10(0.18),SRSF9(-0.11),TARDBP(-0.19),U2AF2(0.15),YBX1(-0.21),YBX2(-0.08),ZC3H10(0.06),ZC3H14(0.39),ZNF638(-0.24)	0.5	0	Heart - Left Ventricle	No
22808	EML2	ANKHD1(-0.28),CNOT4(0.2),ENOX1(0.05),ESRP2(-0.04),FUS(0.22),HNRNPA1L2(0.18),HNRNPF(0.24),HNRNPH2(0.2),IGF2BP2(0.2),IGF2BP3(0.04),KHDRBS3(-0.1),LIN28A(0.06),MBNL1(-0.32),MSI1(-0.08),PABPC5(0.06),PABPN1(-0.12),PCBP1(-0.23),PPRC1(-0.21),PTBP1(-0.13),RBFOX1(0.29),RBM4(-0.25),RBM41(0.19),RBM6(0.1),RBMS1(0.13),RBMS3(0.09),RBP1(-0.06),SAMD4A(0.24),SRSF10(-0.3),TUT1(-0.2),U2AF2(0.18),YBX1(-0.53),ZC3H14(-0.17),ZCRB1(0.16)	0.29	0	Heart - Left Ventricle	No
1428	RALY	A1CF(-0.02),ANKHD1(-0.26),CNOT4(-0.12),CPEB2(0.05),CPEB4(-0.07),CPO(-0.02),DAZAP1(-0.07),FMR1(-0.18),FUS(-0.08),FXR1(0.14),HNRNPA1(-0.03),HNRNPCL1(0.2),HNRNPF(0.3),HNRNPH2(-0.41),HNRNPK(0.34),HNRNPM(0.08),HNRNPU(0.23),IGF2BP3(-0.04),KHDRBS1(-0.22),KHDRBS2(-0.03),KHDRBS3(0.04),MBNL1(-0.31),MSI1(0.11),PABPC5(0.04),PABPN1(0.12),PCBP2(-0.23),PCBP3(0.04),PPRC1(-0.18),PTBP1(0.06),PUM2(0.25),QKI(0.31),RBM24(-0.14),RBM28(0.15),RBM3(-0.05),RBM41(-0.2),RBM45(-0.01),RBM5(0.1),RBM8A(0.11),RBMS1(-0.35),RBMS3(0.18),RBP1(-0.02),RSF1(-0.09),SAMD4A(0.06),SART3(0.24),SF1(-0.11),SFPQ(0.17),SNRPA(-0.18),SRP54(0.42),SRSF1(-0.12),SRSF7(0.1),SRSF9(-0.29),TARDBP(-0.17),TIA1(-0.26),TUT1(0.09),U2AF2(-0.31),YBX1(0.21),YBX2(-0.04),ZC3H10(0.08),ZC3H14(0.09),ZNF638(-0.11)	0	0	Heart - Left Ventricle	No
5409	MAEA	DAZAP1(-0.25),FMR1(-0.25),FXR2(0.31),HNRNPA2B1(0.28),HNRNPH1(-0.13),HNRNPL(-0.24),HNRNPM(0.21),IGF2BP3(-0.05),KHDRBS1(-0.21),KHDRBS2(0.04),MBNL1(-0.29),PABPC3(-0.06),PABPC4(-0.23),PABPC5(-0.06),PCBP1(0.28),PUM2(0.23),RALY(-0.15),RBM24(-0.13),RBM28(0.16),RBM46(-0.12),SRP54(0.27),SRSF10(0.23),SRSF2(-0.21),YBX1(0.23),YBX2(-0.08),ZNF638(-0.3)	0.45	0.16	Heart - Left Ventricle	No
11976	TUT1	HNRNPL(-0.33),IGF2BP2(-0.24),RBM4(0.19),RBM41(-0.41),RBM42(-0.17),RBM5(0.28),RBM6(-0.11),RBMS1(-0.28),RBP1(0.07),SAMD4A(0.19),SART3(0.35),SNRPA(0.29),SRSF1(-0.26),SRSF2(0.27),TIA1(-0.22),YBX2(-0.21),ZC3H10(0.21),ZCRB1(0.21)	0	0	Heart - Left Ventricle	No
15569	EXOSC10	DAZAP1(-0.25),FMR1(-0.21),G3BP2(0.26),HNRNPA2B1(0.42),HNRNPH1(0.24),HNRNPM(0.31),HNRNPU(-0.47),IGF2BP2(0.24),KHDRBS1(-0.4),KHDRBS2(0.04),PABPC5(0.1),PUM2(0.4),RBM46(-0.24),RBM5(0.19),RBM8A(-0.2),SRSF10(0.25),SRSF2(-0.22),TARDBP(-0.41),U2AF2(0.24),YBX2(-0.11),ZCRB1(0.25),ZNF638(-0.32)	0.49	0	Heart - Left Ventricle	No
4172	ATP6AP2	A1CF(-0.02),CNOT4(-0.38),CPEB4(-0.12),CPO(0.03),HNRNPF(0.29),HNRNPH1(0.12),HNRNPH2(0.42),HNRNPK(0.62),KHDRBS1(-0.2),MATR3(-0.21),PABPC4(-0.29),PCBP1(0.16),PCBP2(-0.31),PCBP3(0.05),RBM24(0.15),RBM45(0.03),RBM5(0.14),RBM8A(-0.28),RBMS1(-0.12),RBMS3(0.12),RBP1(-0.06),SAMD4A(0.24),SART3(0.22),SF1(-0.18),SRSF1(-0.2),SRSF10(0.13),TARDBP(-0.26),TUT1(-0.11),YBX2(-0.05),ZC3H14(0.42)	0.27	0	Heart - Left Ventricle	No
34829	RIT1	ANKHD1(-0.21),CPEB2(-0.12),CPO(-0.07),G3BP2(0.28),HNRNPF(0.44),HNRNPH2(-0.42),HNRNPU(-0.31),IGF2BP2(-0.2),IGF2BP3(-0.07),LIN28A(0.04),MSI1(0.08),PABPC1(0.17),PABPC4(-0.24),PTBP1(-0.21),PUM2(-0.42),QKI(0.49),RALY(-0.26),RBM28(-0.2),RBM38(-0.22),RBM4(-0.13),RBM42(-0.19),RSF1(0.19),SNRNP70(0.27),SNRPA(0.16),SRP54(0.46),SRSF1(-0.16),SRSF10(0.21),SRSF7(-0.11),YBX2(-0.06),ZC3H10(0.13),ZC3H14(0.45)	0.5	0.08	Heart - Left Ventricle	No
15673	NFKBIL1	A1CF(-0.05),CPO(-0.06),FMR1(0.17),FUS(0.13),G3BP2(0.21),HNRNPA1(0.08),HNRNPA1L2(-0.31),HNRNPC(-0.09),HNRNPK(0.36),HNRNPL(0.24),HNRNPM(0.24),IGF2BP2(0.21),LIN28A(0.04),MATR3(0.63),PABPC3(-0.05),PABPC4(0.39),PCBP2(-0.51),PPRC1(-0.37),PTBP1(-0.23),RBM45(0.03),RBM46(0.28),RBM5(0.21),RBM8A(-0.26),RBP1(-0.06),SAMD4A(-0.19),SART3(-0.26),SRP54(-0.27),SRSF10(-0.2),SRSF2(0.18),SRSF7(0.27),ZC3H10(0.12),ZC3H14(-0.3),ZCRB1(-0.24),ZNF638(-0.38)	0.27	-0.1	Heart - Left Ventricle	No
7058	SWI5	A1CF(-0.06),CPEB2(-0.14),CPO(-0.07),FXR1(0.35),HNRNPA1(0.12),HNRNPA2B1(0.6),HNRNPCL1(-0.23),HNRNPL(-0.35),HNRNPM(0.21),HNRNPU(-0.48),IGF2BP3(-0.07),MSI1(0.05),PABPC4(0.2),PABPC5(0.12),PABPN1(-0.22),PCBP2(-0.34),RBFOX1(0.15),RBM3(0.09),RBM4(0.17),RBM42(-0.12),RBM5(0.18),RBM8A(0.35),RBMS1(0.13),RBP1(-0.06),SNRPA(0.15),SRP54(-0.38),SRSF1(-0.33),SRSF10(0.28),SRSF2(0.17),SRSF7(-0.26),SRSF9(-0.2),TARDBP(-0.21),U2AF2(0.28),YBX1(-0.29),ZC3H10(0.09),ZCRB1(0.39),ZNF638(-0.41)	0.26	0	Heart - Left Ventricle	No
8784	LSM14A	CNOT4(0.2),CPEB2(-0.08),CPEB4(-0.13),CPO(0.08),HNRNPA1L2(0.3),HNRNPF(0.16),HNRNPM(0.17),IGF2BP2(0.24),IGF2BP3(0.05),KHDRBS1(-0.2),KHDRBS3(-0.2),LIN28A(0.03),MBNL1(-0.28),PABPC3(-0.05),PABPC4(-0.29),PABPC5(0.07),PABPN1(-0.13),PPRC1(-0.13),PUM2(0.22),QKI(-0.28),RALY(-0.15),RBM3(0.13),RBM38(0.21),RBM4(-0.11),RBM41(0.3),RBM45(-0.03),RBM46(-0.12),RBM5(0.12),RBMS1(-0.24),RBMS3(0.14),RSF1(-0.14),SAMD4A(0.41),SART3(0.25),SFPQ(-0.12),SNRNP70(-0.19),SNRPA(-0.14),SRSF10(0.15),SRSF7(0.11),TARDBP(-0.16),TIA1(-0.21),TUT1(-0.13),U2AF2(0.2),YBX1(-0.32),YBX2(-0.13),ZC3H10(-0.07),ZC3H14(0.55),ZCRB1(0.29)	0	0.08	Heart - Left Ventricle	No
7632	APOPT1	CNOT4(-0.13),CPEB2(-0.06),CPEB4(-0.07),DAZAP1(0.23),ENOX1(-0.17),FUS(0.1),FXR1(0.21),FXR2(-0.19),G3BP2(0.25),HNRNPA1(0.14),HNRNPA1L2(0.16),HNRNPC(-0.06),HNRNPH2(0.22),HNRNPL(-0.12),HNRNPU(0.35),IGF2BP2(0.18),IGF2BP3(-0.03),KHDRBS1(-0.23),KHDRBS3(0.12),LIN28A(0.06),MATR3(-0.18),MBNL1(0.13),PABPC1(0.26),PABPC3(-0.07),PABPC4(-0.24),PCBP2(-0.57),PUM2(0.33),QKI(0.35),RBM24(0.15),RBM28(0.14),RBM46(0.23),RBM5(0.21),RBM8A(-0.14),RBMS1(-0.4),SAMD4A(-0.16),SNRNP70(-0.1),SRSF10(0.19),SRSF2(0.19),SRSF9(-0.26),TIA1(-0.13),TUT1(0.08),U2AF2(-0.17),ZC3H10(0.09),ZC3H14(-0.2),ZNF638(-0.31)	0.44	-0.07	Heart - Left Ventricle	No
17265	SSR2	CNOT4(0.09),CPEB2(0.05),CPEB4(0.03),DAZAP1(-0.15),ENOX1(0.03),ESRP2(0.06),FXR1(0.17),HNRNPA1L2(0.27),HNRNPA2B1(0.26),HNRNPC(0.05),HNRNPCL1(0.16),HNRNPF(0.14),HNRNPH2(-0.2),IGF2BP2(-0.19),IGF2BP3(-0.02),KHDRBS2(-0.02),MBNL1(-0.14),PABPC3(-0.06),PABPC4(-0.16),PABPC5(0.03),PABPN1(-0.06),PCBP3(0.06),PTBP1(-0.06),PUM2(-0.26),QKI(-0.18),RBM24(0.08),RBM38(-0.06),RBM4(-0.09),RBM41(0.21),RBM42(-0.1),RBM45(0.02),RBM46(-0.15),RBM8A(-0.09),RBMS3(0.03),RBP1(-0.04),SAMD4A(0.07),SART3(-0.14),SNRPA(-0.15),SRSF10(0.1),SRSF7(-0.1),SRSF9(0.08),TIA1(0.1),U2AF2(0.14),YBX2(-0.04),ZC3H14(0.25)	0.32	0.04	Heart - Left Ventricle	No
10155	IBTK	A1CF(-0.04),HNRNPU(0.4),IGF2BP2(-0.19),KHDRBS2(0.07),KHDRBS3(-0.09),MSI1(0.12),PUM2(0.45),RBM46(0.19),RBM5(0.29),RBM6(-0.15),RBMS3(0.09),SFPQ(-0.2),SRP54(0.42),SRSF2(0.23),SRSF7(-0.28),SRSF9(-0.42),TIA1(-0.19),ZNF638(-0.34)	0.32	0.13	Heart - Left Ventricle	No
11951	DDX41	CPEB4(-0.13),DAZAP1(0.2),FMR1(0.2),FXR2(-0.3),G3BP2(0.59),HNRNPA1L2(0.29),HNRNPA2B1(-0.42),HNRNPL(0.21),HNRNPM(-0.19),IGF2BP2(0.35),IGF2BP3(-0.04),KHDRBS1(-0.38),LIN28A(-0.05),MBNL1(-0.19),PABPC1(-0.2),PABPC5(-0.1),PCBP2(-0.44),PPRC1(-0.33),PUM2(0.27),RBFOX1(-0.18),RBM24(0.17),RBM28(0.24),RBM8A(-0.25),RBMS1(-0.13),RBMS3(0.23),SF1(0.16),SFPQ(0.23),SRP54(0.33),SRSF9(-0.2),TARDBP(-0.31),YBX2(-0.07),ZC3H10(0.16),ZNF638(-0.38)	0	0	Heart - Left Ventricle	No
1541	PRDX4	CPEB4(-0.09),ESRP2(-0.06),FUS(0.16),FXR2(0.15),G3BP2(-0.19),HNRNPA1L2(-0.19),HNRNPH2(0.19),HNRNPL(0.1),HNRNPM(0.48),IGF2BP2(0.26),KHDRBS1(-0.34),KHDRBS2(0.02),LIN28A(0.06),MBNL1(-0.22),MSI1(0.09),PCBP1(0.13),PCBP2(-0.34),PPRC1(-0.24),PTBP1(-0.2),QKI(0.15),RALY(-0.1),RBFOX1(0.1),RBM24(-0.11),RBM4(-0.1),RBM42(-0.14),RBM5(0.09),RBMS3(0.05),SART3(0.15),SF1(-0.21),SFPQ(0.23),SNRNP70(-0.12),SNRPA(-0.16),SRSF1(-0.08),SRSF10(0.34),SRSF2(-0.19),SRSF7(0.21),TARDBP(-0.16),TIA1(0.1),TUT1(-0.1),U2AF2(0.24),ZNF638(-0.29)	0.45	0	Heart - Left Ventricle	No
941	FRG1	CNOT4(-0.45),CPO(0.08),ENOX1(-0.07),G3BP2(0.16),HNRNPCL1(0.29),PABPC3(-0.06),PABPN1(-0.21),PCBP1(0.29),PCBP2(-0.35),RBFOX1(-0.17),RBM41(-0.17),RBM42(-0.13),RBM5(0.14),RBM6(0.07),RBM8A(-0.2),RBMS1(-0.22),RBP1(0.05),RSF1(-0.23),SAMD4A(0.21),SART3(0.24),SRSF10(0.16),SRSF9(-0.18),ZC3H10(0.11),ZC3H14(0.38),ZCRB1(0.22)	0.79	0	Heart - Left Ventricle	No
942	FRG1	CNOT4(-0.45),CPO(0.08),ENOX1(-0.07),HNRNPCL1(0.29),PABPC3(-0.06),PABPN1(-0.21),PCBP1(0.29),PCBP2(-0.34),RBFOX1(-0.17),RBM24(0.12),RBM41(-0.18),RBM42(-0.13),RBM5(0.14),RBM6(0.07),RBM8A(-0.2),RBMS1(-0.22),RBP1(0.05),RSF1(-0.23),SAMD4A(0.21),SART3(0.24),SRSF10(0.16),SRSF9(-0.18),ZC3H10(0.11),ZC3H14(0.38),ZCRB1(0.22)	0.79	0	Heart - Left Ventricle	No
32699	LYRM4	A1CF(-0.04),ANKHD1(-0.21),CPEB2(-0.1),CPEB4(-0.11),CPO(-0.05),DAZAP1(0.22),ESRP2(0.04),FUS(-0.18),FXR1(0.29),G3BP2(-0.31),HNRNPA1L2(0.31),HNRNPF(-0.3),HNRNPL(-0.21),HNRNPM(-0.37),IGF2BP2(0.21),IGF2BP3(-0.07),KHDRBS2(-0.04),KHDRBS3(0.1),MBNL1(-0.27),MSI1(0.09),PTBP1(0.23),RBFOX1(0.15),RBM24(0.25),RBM28(0.14),RBM6(-0.09),SART3(0.26),SFPQ(0.23),TARDBP(-0.21),TIA1(0.16),YBX2(-0.11),ZCRB1(0.32),ZNF638(-0.24)	0.22	0	Heart - Left Ventricle	No
