ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
263	"ENSG00000253552.7"	"HOXA-AS2"	chr7	+	27123459	27124610	27123459	27123638	27124330	27124610
264	"ENSG00000245293.2"	"RP11-286E11.1"	chr4	-	107893066	107893637	107893066	107893163	107893495	107893637
265	"ENSG00000196998.17"	"WDR45"	chrX	-	49076644	49077911	49076644	49076750	49077836	49077911
266	"ENSG00000196998.17"	"WDR45"	chrX	-	49076644	49077911	49076644	49076753	49077836	49077911
267	"ENSG00000196998.17"	"WDR45"	chrX	-	49100581	49101144	49100581	49100677	49101049	49101144
268	"ENSG00000101444.12"	"AHCY"	chr20	-	34290331	34290638	34290331	34290449	34290550	34290638
269	"ENSG00000204371.11"	"EHMT2"	chr6	-	31884391	31884799	31884391	31884559	31884644	31884799
270	"ENSG00000140688.16"	"C16orf58"	chr16	-	31508073	31508384	31508073	31508133	31508268	31508384
271	"ENSG00000221978.11"	"CCNL2"	chr1	-	1390765	1392803	1390765	1390865	1392678	1392803
272	"ENSG00000221978.11"	"CCNL2"	chr1	-	1390765	1392803	1390765	1391575	1392789	1392803
273	"ENSG00000221978.11"	"CCNL2"	chr1	-	1390765	1392803	1390765	1390865	1392789	1392803
274	"ENSG00000221978.11"	"CCNL2"	chr1	-	1390765	1391575	1390765	1390865	1391296	1391575
275	"ENSG00000221978.11"	"CCNL2"	chr1	-	1390229	1390371	1390229	1390309	1390314	1390371
276	"ENSG00000094914.12"	"AAAS"	chr12	-	53320564	53321257	53320564	53320692	53321200	53321257
277	"ENSG00000094914.12"	"AAAS"	chr12	-	53314297	53314849	53314297	53314441	53314750	53314849
278	"ENSG00000090905.18"	"TNRC6A"	chr16	+	24805013	24805733	24805013	24805151	24805604	24805733
279	"ENSG00000090905.18"	"TNRC6A"	chr16	+	24805013	24805733	24805013	24805151	24805673	24805733
280	"ENSG00000107099.15"	"DOCK8"	chr9	+	368017	370300	368017	368300	370229	370300
281	"ENSG00000107099.15"	"DOCK8"	chr9	+	368017	370300	368017	368135	370229	370300
282	"ENSG00000187860.10"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727
283	"ENSG00000213465.7"	"ARL2"	chr11	+	65021720	65022184	65021720	65021888	65021970	65022184
284	"ENSG00000144354.13"	"CDCA7"	chr2	+	173363817	173364989	173363817	173363895	173364794	173364989
285	"ENSG00000104886.10"	"PLEKHJ1"	chr19	-	2235761	2235990	2235761	2235828	2235922	2235990
286	"ENSG00000130714.15"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510259	131510415
287	"ENSG00000130714.15"	"POMT1"	chr9	+	131509902	131510415	131509902	131509996	131510259	131510415
288	"ENSG00000118655.4"	"DCLRE1B"	chr1	+	113911130	113914086	113911130	113911838	113912131	113914086
289	"ENSG00000198585.11"	"NUDT16"	chr3	+	131383161	131388830	131383161	131383272	131383343	131388830
290	"ENSG00000056586.15"	"RC3H2"	chr9	-	122865348	122865657	122865348	122865541	122865623	122865657
291	"ENSG00000160072.19"	"ATAD3B"	chr1	+	1485781	1486235	1485781	1485838	1486109	1486235
292	"ENSG00000162004.16"	"CCDC78"	chr16	-	722921	723936	722921	723161	723856	723936
293	"ENSG00000162004.16"	"CCDC78"	chr16	-	722921	723161	722921	723022	723094	723161
294	"ENSG00000162004.16"	"CCDC78"	chr16	-	724910	725145	724910	724989	725077	725145
295	"ENSG00000162004.16"	"CCDC78"	chr16	-	725077	725293	725077	725145	725236	725293
296	"ENSG00000162004.16"	"CCDC78"	chr16	-	722921	723161	722921	723018	723094	723161
297	"ENSG00000162004.16"	"CCDC78"	chr16	-	724321	724806	724321	724509	724680	724806
298	"ENSG00000125731.12"	"SH2D3A"	chr19	-	6754250	6754731	6754250	6754425	6754615	6754731
299	"ENSG00000125731.12"	"SH2D3A"	chr19	-	6754051	6754425	6754051	6754163	6754250	6754425
300	"ENSG00000198720.12"	"ANKRD13B"	chr17	+	29607741	29608110	29607741	29607877	29607985	29608110
301	"ENSG00000198720.12"	"ANKRD13B"	chr17	+	29609085	29609421	29609085	29609275	29609354	29609421
302	"ENSG00000198720.12"	"ANKRD13B"	chr17	+	29613353	29614761	29613353	29613719	29614262	29614761
303	"ENSG00000131408.13"	"NR1H2"	chr19	+	50376472	50376826	50376472	50376576	50376718	50376826
304	"ENSG00000167996.15"	"FTH1"	chr11	-	61967311	61967631	61967311	61967371	61967457	61967631
305	"ENSG00000167996.15"	"FTH1"	chr11	-	61964986	61965515	61964986	61965112	61965368	61965515
306	"ENSG00000167996.15"	"FTH1"	chr11	-	61967311	61967631	61967311	61967453	61967547	61967631
307	"ENSG00000167996.15"	"FTH1"	chr11	-	61964986	61965515	61964986	61965105	61965368	61965515
308	"ENSG00000234456.7"	"MAGI2-AS3"	chr7	+	79458846	79459640	79458846	79458999	79459535	79459640
309	"ENSG00000140854.12"	"KATNB1"	chr16	+	57755840	57756066	57755840	57755917	57755991	57756066
310	"ENSG00000140854.12"	"KATNB1"	chr16	+	57736977	57737283	57736977	57737063	57737225	57737283
311	"ENSG00000106610.14"	"STAG3L4"	chr7	+	67308576	67309139	67308576	67308652	67308934	67309139
312	"ENSG00000172009.14"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2808242	2808444
313	"ENSG00000172009.14"	"THOP1"	chr19	+	2807441	2808444	2807441	2807773	2808242	2808444
314	"ENSG00000198099.8"	"ADH4"	chr4	-	99123666	99124466	99123666	99124441	99124444	99124466
315	"ENSG00000171812.11"	"COL8A2"	chr1	-	36097506	36099487	36097506	36098080	36098908	36099487
316	"ENSG00000112715.20"	"VEGFA"	chr6	+	43778888	43786484	43778888	43778918	43784540	43786484
317	"ENSG00000282458.1"	"WASH5P"	chr19	-	65821	66499	65821	66047	66345	66499
318	"ENSG00000179134.15"	"SAMD4B"	chr19	+	39380586	39380785	39380586	39380755	39380757	39380785
319	"ENSG00000179583.18"	"CIITA"	chr16	+	10906498	10909187	10906498	10908149	10909028	10909187
320	"ENSG00000135837.15"	"CEP350"	chr1	+	180110996	180113380	180110996	180111195	180112436	180113380
321	"ENSG00000186838.13"	"SELV"	chr19	+	39518607	39518632	39518607	39518614	39518617	39518632
322	"ENSG00000149136.8"	"SSRP1"	chr11	-	57330290	57330927	57330290	57330429	57330854	57330927
323	"ENSG00000149136.8"	"SSRP1"	chr11	-	57328296	57330138	57328296	57328426	57330092	57330138
324	"ENSG00000149136.8"	"SSRP1"	chr11	-	57326702	57327514	57326702	57326889	57327425	57327514
325	"ENSG00000198721.12"	"ECI2"	chr6	-	4117307	4119275	4117307	4117451	4119185	4119275
326	"ENSG00000198721.12"	"ECI2"	chr6	-	4125249	4126237	4125249	4125370	4126134	4126237
327	"ENSG00000186081.11"	"KRT5"	chr12	-	52517896	52518163	52517896	52517992	52518102	52518163
328	"ENSG00000139044.10"	"B4GALNT3"	chr12	+	552466	553983	552466	552528	553190	553983
329	"ENSG00000139044.10"	"B4GALNT3"	chr12	+	552466	553983	552466	552528	553193	553983
330	"ENSG00000131788.15"	"PIAS3"	chr1	-	145856346	145857006	145856346	145856431	145856588	145857006
331	"ENSG00000131788.15"	"PIAS3"	chr1	-	145848521	145850269	145848521	145849712	145850231	145850269
332	"ENSG00000131788.15"	"PIAS3"	chr1	-	145856588	145857006	145856588	145856667	145856772	145857006
333	"ENSG00000146918.19"	"NCAPG2"	chr7	-	158655117	158655455	158655117	158655258	158655338	158655455
334	"ENSG00000015413.9"	"DPEP1"	chr16	+	89636865	89637380	89636865	89636935	89637203	89637380
335	"ENSG00000185627.17"	"PSMD13"	chr11	+	244040	244216	244040	244075	244160	244216
336	"ENSG00000185627.17"	"PSMD13"	chr11	+	244040	244469	244040	244216	244425	244469
337	"ENSG00000167110.16"	"GOLGA2"	chr9	-	128262562	128263092	128262562	128262704	128263033	128263092
338	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660003	33660258	33660395
339	"ENSG00000125967.16"	"NECAB3"	chr20	-	33669374	33669712	33669374	33669472	33669686	33669712
340	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659496	33659732	33659496	33659550	33659652	33659732
341	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33659998	33660258	33660395
342	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660058	33660258	33660395
343	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660034	33660258	33660395
344	"ENSG00000125967.16"	"NECAB3"	chr20	-	33657086	33657857	33657086	33657146	33657789	33657857
345	"ENSG00000131620.17"	"ANO1"	chr11	+	70187737	70189252	70187737	70188097	70189068	70189252
346	"ENSG00000198520.10"	"C1orf228"	chr1	+	44724319	44724668	44724319	44724392	44724538	44724668
347	"ENSG00000167757.13"	"KLK11"	chr19	-	51023091	51024310	51023091	51023228	51024044	51024310
348	"ENSG00000157214.13"	"STEAP2"	chr7	+	90232336	90237678	90232336	90232484	90236890	90237678
349	"ENSG00000198198.14"	"SZT2"	chr1	+	43427529	43428118	43427529	43427734	43428002	43428118
350	"ENSG00000168394.10"	"TAP1"	chr6	-	32847067	32847675	32847067	32847204	32847512	32847675
351	"ENSG00000144224.16"	"UBXN4"	chr2	+	135753538	135754277	135753538	135753567	135754158	135754277
352	"ENSG00000041357.15"	"PSMA4"	chr15	+	78542176	78542645	78542176	78542219	78542482	78542645
353	"ENSG00000041357.15"	"PSMA4"	chr15	+	78542176	78542645	78542176	78542219	78542575	78542645
354	"ENSG00000137700.16"	"SLC37A4"	chr11	-	119027627	119027872	119027627	119027724	119027725	119027872
355	"ENSG00000137700.16"	"SLC37A4"	chr11	-	119027627	119028426	119027627	119027872	119028193	119028426
356	"ENSG00000081665.13"	"ZNF506"	chr19	-	19791561	19792484	19791561	19791731	19792410	19792484
357	"ENSG00000084093.15"	"REST"	chr4	+	56910629	56911536	56910629	56910939	56911335	56911536
358	"ENSG00000123453.17"	"SARDH"	chr9	-	133666734	133666870	133666734	133666766	133666767	133666870
359	"ENSG00000105143.12"	"SLC1A6"	chr19	-	14976760	14977777	14976760	14977032	14977739	14977777
360	"ENSG00000070756.14"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718182	100718280
361	"ENSG00000070756.14"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718086	100718280
362	"ENSG00000070756.14"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718230	100718280
363	"ENSG00000070756.14"	"PABPC1"	chr8	-	100721390	100721886	100721390	100721619	100721733	100721886
364	"ENSG00000213599.10"	"SLX1A-SULT1A3"	chr16	+	30202689	30203685	30202689	30203006	30203504	30203685
365	"ENSG00000213599.10"	"SLX1A-SULT1A3"	chr16	+	30202689	30203006	30202689	30202816	30202911	30203006
366	"ENSG00000089053.12"	"ANAPC5"	chr12	-	121318276	121318608	121318276	121318424	121318500	121318608
367	"ENSG00000089053.12"	"ANAPC5"	chr12	-	121318276	121318608	121318276	121318404	121318500	121318608
368	"ENSG00000089053.12"	"ANAPC5"	chr12	-	121318276	121318608	121318276	121318351	121318500	121318608
369	"ENSG00000089053.12"	"ANAPC5"	chr12	-	121345838	121347005	121345838	121346031	121346895	121347005
370	"ENSG00000089053.12"	"ANAPC5"	chr12	-	121327095	121328497	121327095	121327231	121328315	121328497
371	"ENSG00000185917.13"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251
372	"ENSG00000167380.16"	"ZNF226"	chr19	+	44165587	44165807	44165587	44165613	44165756	44165807
373	"ENSG00000164548.10"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522131	23522432
374	"ENSG00000164548.10"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522120	23522432
375	"ENSG00000164548.10"	"TRA2A"	chr7	-	23521706	23522432	23521706	23521840	23522353	23522432
376	"ENSG00000007516.13"	"BAIAP3"	chr16	+	1344021	1344317	1344021	1344146	1344226	1344317
377	"ENSG00000117308.14"	"GALE"	chr1	-	23796508	23796782	23796508	23796586	23796696	23796782
378	"ENSG00000117308.14"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730
379	"ENSG00000117308.14"	"GALE"	chr1	-	23798116	23798730	23798116	23798225	23798614	23798730
380	"ENSG00000185000.10"	"DGAT1"	chr8	-	144317021	144317252	144317021	144317109	144317186	144317252
381	"ENSG00000185000.10"	"DGAT1"	chr8	-	144318094	144318362	144318094	144318169	144318260	144318362
382	"ENSG00000185000.10"	"DGAT1"	chr8	-	144318260	144318566	144318260	144318362	144318460	144318566
383	"ENSG00000197381.15"	"ADARB1"	chr21	+	45222017	45226560	45222017	45223577	45225546	45226560
384	"ENSG00000197381.15"	"ADARB1"	chr21	+	45222017	45226560	45222017	45222107	45225546	45226560
385	"ENSG00000085998.13"	"POMGNT1"	chr1	-	46188682	46189357	46188682	46188980	46189241	46189357
386	"ENSG00000102103.15"	"PQBP1"	chrX	+	48902232	48903084	48902232	48902795	48902927	48903084
387	"ENSG00000102103.15"	"PQBP1"	chrX	+	48902232	48902795	48902232	48902517	48902731	48902795
388	"ENSG00000102103.15"	"PQBP1"	chrX	+	48902232	48902795	48902232	48902384	48902731	48902795
389	"ENSG00000213347.10"	"MXD3"	chr5	-	177310425	177311484	177310425	177310540	177311378	177311484
390	"ENSG00000234394.8"	"RP11-561O23.5"	chr9	+	68326262	68328690	68326262	68326954	68328579	68328690
391	"ENSG00000164934.13"	"DCAF13"	chr8	+	103427096	103430689	103427096	103427252	103430611	103430689
392	"ENSG00000172936.12"	"MYD88"	chr3	+	38140387	38140848	38140387	38140568	38140756	38140848
393	"ENSG00000172936.12"	"MYD88"	chr3	+	38140387	38140848	38140387	38140592	38140756	38140848
394	"ENSG00000154760.13"	"SLFN13"	chr17	-	35444614	35445693	35444614	35444701	35445655	35445693
395	"ENSG00000154760.13"	"SLFN13"	chr17	-	35444614	35445693	35444614	35444701	35445372	35445693
396	"ENSG00000204482.10"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588517	31588909
397	"ENSG00000204482.10"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588562	31588909
398	"ENSG00000010932.15"	"FMO1"	chr1	+	171281977	171283216	171281977	171282333	171283143	171283216
399	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2098435	2099584	2098435	2098450	2099254	2099584
400	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2098051	2098334	2098051	2098127	2098286	2098334
401	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097928	2098334	2097928	2097955	2098286	2098334
402	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097251	2097495	2097251	2097332	2097423	2097495
403	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097928	2098127	2097928	2097955	2098051	2098127
404	"ENSG00000177628.15"	"GBA"	chr1	-	155235194	155235844	155235194	155235311	155235680	155235844
405	"ENSG00000132475.9"	"H3F3B"	chr17	-	75778809	75779184	75778809	75778963	75779046	75779184
406	"ENSG00000100038.19"	"TOP3B"	chr22	-	21962428	21962893	21962428	21962602	21962746	21962893
407	"ENSG00000100038.19"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693
408	"ENSG00000100038.19"	"TOP3B"	chr22	-	21959131	21959736	21959131	21959232	21959586	21959736
409	"ENSG00000269437.6"	"NXF2B"	chrX	-	102369585	102370152	102369585	102369736	102369962	102370152
410	"ENSG00000189375.10"	"TBC1D28"	chr17	-	18641631	18641998	18641631	18641733	18641827	18641998
411	"ENSG00000228327.3"	"RP11-206L10.2"	chr1	-	764722	765247	764722	764800	765143	765247
412	"ENSG00000007402.11"	"CACNA2D2"	chr3	-	50364887	50365184	50364887	50364976	50365074	50365184
413	"ENSG00000007402.11"	"CACNA2D2"	chr3	-	50364887	50365184	50364887	50364970	50365074	50365184
414	"ENSG00000118094.11"	"TREH"	chr11	-	118660865	118661282	118660865	118660915	118661159	118661282
415	"ENSG00000168958.19"	"MFF"	chr2	+	227328677	227330846	227328677	227328789	227330594	227330846
416	"ENSG00000168958.19"	"MFF"	chr2	+	227328677	227330846	227328677	227328789	227330625	227330846
417	"ENSG00000143033.17"	"MTF2"	chr1	+	93110229	93110428	93110229	93110246	93110326	93110428
418	"ENSG00000204642.13"	"HLA-F"	chr6	+	29726010	29726526	29726010	29726043	29726402	29726526
419	"ENSG00000167733.13"	"HSD11B1L"	chr19	+	5684818	5685119	5684818	5684905	5684988	5685119
420	"ENSG00000167733.13"	"HSD11B1L"	chr19	+	5684818	5685119	5684818	5684905	5684992	5685119
421	"ENSG00000090581.9"	"GNPTG"	chr16	+	1362205	1362742	1362205	1362534	1362610	1362742
422	"ENSG00000090581.9"	"GNPTG"	chr16	+	1352101	1352306	1352101	1352159	1352238	1352306
423	"ENSG00000090581.9"	"GNPTG"	chr16	+	1362205	1362534	1362205	1362320	1362451	1362534
424	"ENSG00000179909.15"	"ZNF154"	chr19	-	57697366	57701145	57697366	57697841	57700987	57701145
425	"ENSG00000165219.21"	"GAPVD1"	chr9	+	125331925	125332060	125331925	125331972	125331973	125332060
426	"ENSG00000136270.13"	"TBRG4"	chr7	-	45108826	45109287	45108826	45109083	45109222	45109287
427	"ENSG00000104313.17"	"EYA1"	chr8	-	71321733	71322268	71321733	71321879	71322198	71322268
428	"ENSG00000104313.17"	"EYA1"	chr8	-	71321733	71322268	71321733	71321876	71322198	71322268
429	"ENSG00000104313.17"	"EYA1"	chr8	-	71321733	71322268	71321733	71321812	71322198	71322268
430	"ENSG00000188846.13"	"RPL14"	chr3	+	40461406	40461661	40461406	40461506	40461607	40461661
431	"ENSG00000008988.9"	"RPS20"	chr8	-	56073694	56074159	56073694	56073768	56074059	56074159
432	"ENSG00000008988.9"	"RPS20"	chr8	-	56074059	56074506	56074059	56074159	56074380	56074506
433	"ENSG00000101194.17"	"SLC17A9"	chr20	+	62966702	62968597	62966702	62966732	62967336	62968597
434	"ENSG00000101194.17"	"SLC17A9"	chr20	+	62962623	62963369	62962623	62962734	62963272	62963369
435	"ENSG00000101194.17"	"SLC17A9"	chr20	+	62962623	62963369	62962623	62962754	62963272	62963369
436	"ENSG00000112303.13"	"VNN2"	chr6	-	132752460	132752749	132752460	132752577	132752672	132752749
437	"ENSG00000077235.17"	"GTF3C1"	chr16	-	27463540	27464836	27463540	27463592	27464394	27464836
438	"ENSG00000077235.17"	"GTF3C1"	chr16	-	27463540	27464836	27463540	27463592	27464319	27464836
439	"ENSG00000159352.15"	"PSMD4"	chr1	+	151264831	151265234	151264831	151264918	151265165	151265234
440	"ENSG00000159352.15"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266112	151266307	151266439
441	"ENSG00000159352.15"	"PSMD4"	chr1	+	151266003	151266439	151266003	151266121	151266307	151266439
442	"ENSG00000049283.17"	"EPN3"	chr17	+	50536420	50537118	50536420	50536625	50536707	50537118
443	"ENSG00000182944.17"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280
444	"ENSG00000182944.17"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851
445	"ENSG00000182944.17"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599
446	"ENSG00000182944.17"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599
447	"ENSG00000224424.7"	"PRKAR2A-AS1"	chr3	+	48847936	48848408	48847936	48848025	48848104	48848408
448	"ENSG00000112096.16"	"SOD2"	chr6	-	159679063	159682638	159679063	159679298	159682473	159682638
449	"ENSG00000187266.13"	"EPOR"	chr19	-	11382846	11383232	11382846	11382949	11383096	11383232
450	"ENSG00000187266.13"	"EPOR"	chr19	-	11382846	11383232	11382846	11382982	11383096	11383232
451	"ENSG00000121410.11"	"A1BG"	chr19	-	58351390	58352555	58351390	58351687	58352282	58352555
452	"ENSG00000215305.9"	"VPS16"	chr20	+	2863948	2864287	2863948	2864083	2864178	2864287
453	"ENSG00000197943.9"	"PLCG2"	chr16	+	81956694	81956879	81956694	81956847	81956848	81956879
454	"ENSG00000156876.9"	"SASS6"	chr1	-	100107627	100108004	100107627	100107717	100107809	100108004
455	"ENSG00000152767.16"	"FARP1"	chr13	+	98328777	98329159	98328777	98328807	98329071	98329159
456	"ENSG00000152767.16"	"FARP1"	chr13	+	98328777	98329159	98328777	98328807	98328948	98329159
457	"ENSG00000092531.9"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42513335	42513447
458	"ENSG00000092531.9"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42513173	42513447
459	"ENSG00000092531.9"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42513398	42513447
460	"ENSG00000132781.17"	"MUTYH"	chr1	-	45332917	45333324	45332917	45332959	45333284	45333324
461	"ENSG00000132781.17"	"MUTYH"	chr1	-	45332762	45333324	45332762	45333170	45333284	45333324
462	"ENSG00000132781.17"	"MUTYH"	chr1	-	45332762	45333324	45332762	45332834	45333284	45333324
463	"ENSG00000132781.17"	"MUTYH"	chr1	-	45332762	45333324	45332762	45332834	45332917	45333324
464	"ENSG00000099341.11"	"PSMD8"	chr19	+	38376159	38376454	38376159	38376232	38376351	38376454
465	"ENSG00000085978.21"	"ATG16L1"	chr2	+	233289853	233290353	233289853	233289974	233290247	233290353
466	"ENSG00000085978.21"	"ATG16L1"	chr2	+	233272965	233273777	233272965	233273052	233273720	233273777
467	"ENSG00000186523.14"	"FAM86B1"	chr8	-	12186351	12186833	12186351	12186617	12186699	12186833
468	"ENSG00000178149.16"	"DALRD3"	chr3	-	49015972	49016340	49015972	49016086	49016157	49016340
469	"ENSG00000178149.16"	"DALRD3"	chr3	-	49015972	49016340	49015972	49016060	49016157	49016340
470	"ENSG00000178149.16"	"DALRD3"	chr3	-	49017227	49017513	49017227	49017356	49017433	49017513
471	"ENSG00000178149.16"	"DALRD3"	chr3	-	49015818	49016086	49015818	49015872	49015972	49016086
472	"ENSG00000211452.10"	"DIO1"	chr1	+	53904665	53904809	53904665	53904703	53904706	53904809
