ENSG_ver	ENSG_no_ver	GeneSymbol	chr
432	ENSG00000070729.13	ENSG00000070729	CNGB1	chr16
433	ENSG00000205755.11	ENSG00000205755	CRLF2	chrX
434	ENSG00000107819.13	ENSG00000107819	SFXN3	chr10
435	ENSG00000164120.13	ENSG00000164120	HPGD	chr4
436	ENSG00000104824.16	ENSG00000104824	HNRNPL	chr19
437	ENSG00000174165.7	ENSG00000174165	ZDHHC24	chr11
438	ENSG00000266696.1	ENSG00000266696	AC044840.1	chr18
439	ENSG00000235862.2	ENSG00000235862	AL590648.2	chr1
440	ENSG00000122642.10	ENSG00000122642	FKBP9	chr7
441	ENSG00000146066.2	ENSG00000146066	HIGD2A	chr5
442	ENSG00000196873.15	ENSG00000196873	CBWD3	chr9
443	ENSG00000149480.6	ENSG00000149480	MTA2	chr11
444	ENSG00000137166.14	ENSG00000137166	FOXP4	chr6
445	ENSG00000229961.2	ENSG00000229961	AL357143.1	chr1
446	ENSG00000165555.9	ENSG00000165555	NOXRED1	chr14
447	ENSG00000137757.10	ENSG00000137757	CASP5	chr11
448	ENSG00000065978.18	ENSG00000065978	YBX1	chr1
449	ENSG00000124334.17	ENSG00000124334	IL9R	chrX
450	ENSG00000198342.9	ENSG00000198342	ZNF442	chr19
451	ENSG00000240103.2	ENSG00000240103	AC132825.1	chr17
452	ENSG00000125618.16	ENSG00000125618	PAX8	chr2
453	ENSG00000233077.1	ENSG00000233077	LINC01271	chr20
454	ENSG00000185261.14	ENSG00000185261	KIAA0825	chr5
455	ENSG00000072401.14	ENSG00000072401	UBE2D1	chr10
456	ENSG00000231881.1	ENSG00000231881	AL109615.2	chr6
457	ENSG00000100092.20	ENSG00000100092	SH3BP1	chr22
458	ENSG00000224533.4	ENSG00000224533	TMLHE-AS1	chrX
459	ENSG00000110711.9	ENSG00000110711	AIP	chr11
460	ENSG00000240093.1	ENSG00000240093	AC093627.3	chr7
461	ENSG00000163681.14	ENSG00000163681	SLMAP	chr3
462	ENSG00000210195.2	ENSG00000210195	MT-TT	chrM
463	ENSG00000117385.15	ENSG00000117385	P3H1	chr1
464	ENSG00000185291.11	ENSG00000185291	IL3RA	chrX
465	ENSG00000167378.8	ENSG00000167378	IRGQ	chr19
466	ENSG00000159885.13	ENSG00000159885	ZNF222	chr19
467	ENSG00000127526.14	ENSG00000127526	SLC35E1	chr19
468	ENSG00000105393.15	ENSG00000105393	BABAM1	chr19
469	ENSG00000257121.1	ENSG00000257121	AC126615.2	chr12
470	ENSG00000269608.1	ENSG00000269608	AC011487.3	chr19
471	ENSG00000138496.16	ENSG00000138496	PARP9	chr3
472	ENSG00000156564.8	ENSG00000156564	LRFN2	chr6
473	ENSG00000158731.2	ENSG00000158731	OR10J6P	chr1
474	ENSG00000178952.10	ENSG00000178952	TUFM	chr16
475	ENSG00000241598.5	ENSG00000241598	KRTAP5-4	chr11
476	ENSG00000007080.10	ENSG00000007080	CCDC124	chr19
477	ENSG00000183134.4	ENSG00000183134	PTGDR2	chr11
478	ENSG00000159461.14	ENSG00000159461	AMFR	chr16
479	ENSG00000199879.1	ENSG00000199879	RNU1-120P	chr1
480	ENSG00000236939.2	ENSG00000236939	BAALC-AS2	chr8
481	ENSG00000255916.1	ENSG00000255916	AC148477.1	chr12
482	ENSG00000253301.5	ENSG00000253301	LINC01606	chr8
483	ENSG00000167459.16	ENSG00000167459	LINC00905	chr19
484	ENSG00000280236.2	ENSG00000280236	OR12D2	chr6
485	ENSG00000177409.11	ENSG00000177409	SAMD9L	chr7
486	ENSG00000229515.1	ENSG00000229515	FLT1P1	chr3
487	ENSG00000109471.4	ENSG00000109471	IL2	chr4
488	ENSG00000023839.10	ENSG00000023839	ABCC2	chr10
489	ENSG00000196922.10	ENSG00000196922	ZNF252P	chr8
490	ENSG00000243660.9	ENSG00000243660	ZNF487	chr10
491	ENSG00000204308.7	ENSG00000204308	RNF5	chr6
492	ENSG00000171316.11	ENSG00000171316	CHD7	chr8
493	ENSG00000251441.2	ENSG00000251441	RTEL1P1	chr4
494	ENSG00000160563.13	ENSG00000160563	MED27	chr9
495	ENSG00000249763.1	ENSG00000249763	AC114786.1	chr4
496	ENSG00000105671.11	ENSG00000105671	DDX49	chr19
497	ENSG00000147123.10	ENSG00000147123	NDUFB11	chrX
498	ENSG00000146410.11	ENSG00000146410	MTFR2	chr6
499	ENSG00000261055.1	ENSG00000261055	AL450468.2	chr1
500	ENSG00000146250.6	ENSG00000146250	PRSS35	chr6
501	ENSG00000232111.2	ENSG00000232111	AC073488.1	chrX
502	ENSG00000160951.3	ENSG00000160951	PTGER1	chr19
503	ENSG00000123610.4	ENSG00000123610	TNFAIP6	chr2
504	ENSG00000074276.10	ENSG00000074276	CDHR2	chr5
505	ENSG00000141522.11	ENSG00000141522	ARHGDIA	chr17
506	ENSG00000271742.1	ENSG00000271742	AL121992.2	chr1
507	ENSG00000260943.1	ENSG00000260943	LINC02555	chr12
508	ENSG00000279569.1	ENSG00000279569	AC020763.4	chr16
509	ENSG00000242889.3	ENSG00000242889	RN7SL449P	chr17
510	ENSG00000118518.15	ENSG00000118518	RNF146	chr6
511	ENSG00000257058.1	ENSG00000257058	AP001363.2	chr11
512	ENSG00000266744.1	ENSG00000266744	AC005304.3	chr17
513	ENSG00000173465.7	ENSG00000173465	SSSCA1	chr11
514	ENSG00000072682.18	ENSG00000072682	P4HA2	chr5
515	ENSG00000079215.13	ENSG00000079215	SLC1A3	chr5
516	ENSG00000225110.2	ENSG00000225110	PNMA6F	chrX
517	ENSG00000131885.16	ENSG00000131885	KRT17P1	chr17
518	ENSG00000244390.2	ENSG00000244390	RPS6P22	chr12
519	ENSG00000099341.11	ENSG00000099341	PSMD8	chr19
520	ENSG00000259411.1	ENSG00000259411	HNRNPA1P45	chr15
521	ENSG00000104835.14	ENSG00000104835	SARS2	chr19
522	ENSG00000163235.15	ENSG00000163235	TGFA	chr2
523	ENSG00000026103.21	ENSG00000026103	FAS	chr10
524	ENSG00000113240.12	ENSG00000113240	CLK4	chr5
525	ENSG00000205277.9	ENSG00000205277	MUC12	chr7
526	ENSG00000247400.3	ENSG00000247400	DNAJC3-DT	chr13
527	ENSG00000115241.10	ENSG00000115241	PPM1G	chr2
528	ENSG00000261655.1	ENSG00000261655	AC100803.2	chr8
529	ENSG00000109381.19	ENSG00000109381	ELF2	chr4
530	ENSG00000229921.6	ENSG00000229921	KIF25-AS1	chr6
531	ENSG00000120029.12	ENSG00000120029	ARMH3	chr10
532	ENSG00000232767.1	ENSG00000232767	AC016825.1	chr10
533	ENSG00000123685.8	ENSG00000123685	BATF3	chr1
534	ENSG00000228939.1	ENSG00000228939	AKT3-IT1	chr1
535	ENSG00000157107.13	ENSG00000157107	FCHO2	chr5
536	ENSG00000222030.1	ENSG00000222030	LINC01793	chr2
537	ENSG00000156931.15	ENSG00000156931	VPS8	chr3
538	ENSG00000204684.3	ENSG00000204684	AL133464.1	chr20
539	ENSG00000119862.12	ENSG00000119862	LGALSL	chr2
540	ENSG00000232203.3	ENSG00000232203	SLC25A6P2	chr9
541	ENSG00000263369.6	ENSG00000263369	AC090616.1	chr17
542	ENSG00000254370.1	ENSG00000254370	AC025871.2	chr8
543	ENSG00000105778.18	ENSG00000105778	AVL9	chr7
544	ENSG00000273557.1	ENSG00000273557	AC008781.3	chr5
545	ENSG00000213452.4	ENSG00000213452	AKR1B1P2	chr3
546	ENSG00000179639.10	ENSG00000179639	FCER1A	chr1
547	ENSG00000271075.1	ENSG00000271075	AL139317.4	chr14
548	ENSG00000176248.8	ENSG00000176248	ANAPC2	chr9
549	ENSG00000241721.1	ENSG00000241721	SUMO1P1	chr20
550	ENSG00000172053.17	ENSG00000172053	QARS	chr3
551	ENSG00000188986.6	ENSG00000188986	NELFB	chr9
552	ENSG00000100433.15	ENSG00000100433	KCNK10	chr14
553	ENSG00000103249.17	ENSG00000103249	CLCN7	chr16
554	ENSG00000158941.16	ENSG00000158941	CCAR2	chr8
555	ENSG00000185043.10	ENSG00000185043	CIB1	chr15
556	ENSG00000200169.1	ENSG00000200169	RNU5D-1	chr1
557	ENSG00000261232.2	ENSG00000261232	AC090751.1	chr15
558	ENSG00000165916.8	ENSG00000165916	PSMC3	chr11
559	ENSG00000221216.1	ENSG00000221216	RNU6ATAC27P	chr1
560	ENSG00000156170.12	ENSG00000156170	NDUFAF6	chr8
561	ENSG00000198883.11	ENSG00000198883	PNMA5	chrX
562	ENSG00000230063.1	ENSG00000230063	AL360091.2	chr1
563	ENSG00000138381.9	ENSG00000138381	ASNSD1	chr2
564	ENSG00000223401.2	ENSG00000223401	NA	NA
565	ENSG00000171942.4	ENSG00000171942	OR10H2	chr19
566	ENSG00000170379.19	ENSG00000170379	TCAF2	chr7
567	ENSG00000220884.2	ENSG00000220884	MESTP1	chr6
568	ENSG00000224060.3	ENSG00000224060	ARSEP1	chrY
569	ENSG00000178694.9	ENSG00000178694	NSUN3	chr3
570	ENSG00000204435.13	ENSG00000204435	CSNK2B	chr6
571	ENSG00000259786.6	ENSG00000259786	LINC02109	chr5
572	ENSG00000162734.12	ENSG00000162734	PEA15	chr1
573	ENSG00000066117.14	ENSG00000066117	SMARCD1	chr12
574	ENSG00000134755.14	ENSG00000134755	DSC2	chr18
575	ENSG00000219088.1	ENSG00000219088	Z97206.1	chr6
576	ENSG00000081913.13	ENSG00000081913	PHLPP1	chr18
577	ENSG00000136830.11	ENSG00000136830	FAM129B	chr9
578	ENSG00000116991.10	ENSG00000116991	SIPA1L2	chr1
579	ENSG00000141540.10	ENSG00000141540	TTYH2	chr17
580	ENSG00000206881.1	ENSG00000206881	RNU6-190P	chr6
581	ENSG00000270277.1	ENSG00000270277	AC009948.2	chr2
582	ENSG00000213390.10	ENSG00000213390	ARHGAP19	chr10
583	ENSG00000115275.11	ENSG00000115275	MOGS	chr2
584	ENSG00000217379.2	ENSG00000217379	AL589647.1	chr6
585	ENSG00000231587.1	ENSG00000231587	SNORD62B	chr9
586	ENSG00000197454.1	ENSG00000197454	OR2L5	chr1
587	ENSG00000257743.8	ENSG00000257743	MGAM2	chr7
588	ENSG00000169193.11	ENSG00000169193	CCDC126	chr7
589	ENSG00000232578.4	ENSG00000232578	AC093311.1	chr5
590	ENSG00000132128.16	ENSG00000132128	LRRC41	chr1
591	ENSG00000259943.1	ENSG00000259943	AL050341.2	chr1
592	ENSG00000232163.2	ENSG00000232163	RPLP1P13	chr13
593	ENSG00000223523.1	ENSG00000223523	AC092598.1	chr2
594	ENSG00000255101.1	ENSG00000255101	AC103843.1	chr8
595	ENSG00000171953.15	ENSG00000171953	ATPAF2	chr17
596	ENSG00000212900.2	ENSG00000212900	KRTAP3-2	chr17
597	ENSG00000163625.15	ENSG00000163625	WDFY3	chr4
598	ENSG00000184115.17	ENSG00000184115	AC112229.1	chr2
599	ENSG00000171425.9	ENSG00000171425	ZNF581	chr19
600	ENSG00000187695.8	ENSG00000187695	NA	NA
601	ENSG00000252641.2	ENSG00000252641	RNU6-678P	chr3
602	ENSG00000180777.13	ENSG00000180777	ANKRD30B	chr18
603	ENSG00000258422.5	ENSG00000258422	AL160191.1	chr14
604	ENSG00000248455.5	ENSG00000248455	LINC02217	chr5
605	ENSG00000143797.11	ENSG00000143797	MBOAT2	chr2
606	ENSG00000174678.9	ENSG00000174678	FAM47DP	chrX
607	ENSG00000255443.1	ENSG00000255443	CD44-AS1	chr11
608	ENSG00000135828.11	ENSG00000135828	RNASEL	chr1
609	ENSG00000100353.17	ENSG00000100353	EIF3D	chr22
610	ENSG00000267194.1	ENSG00000267194	NA	NA
611	ENSG00000171291.8	ENSG00000171291	ZNF439	chr19
612	ENSG00000188171.15	ENSG00000188171	ZNF626	chr19
613	ENSG00000129226.13	ENSG00000129226	CD68	chr17
614	ENSG00000204025.7	ENSG00000204025	TRPC5OS	chrX
615	ENSG00000255081.1	ENSG00000255081	AP003168.2	chr11
616	ENSG00000111913.17	ENSG00000111913	RIPOR2	chr6
617	ENSG00000100095.18	ENSG00000100095	SEZ6L	chr22
618	ENSG00000277112.3	ENSG00000277112	ANKRD20A21P	chr20
619	ENSG00000111912.19	ENSG00000111912	NCOA7	chr6
620	ENSG00000261461.1	ENSG00000261461	UBE2MP1	chr16
621	ENSG00000162670.10	ENSG00000162670	BRINP3	chr1
622	ENSG00000031698.12	ENSG00000031698	SARS	chr1
623	ENSG00000229679.1	ENSG00000229679	AC007327.2	chr7
624	ENSG00000240888.1	ENSG00000240888	AC131210.1	chr3
625	ENSG00000143793.12	ENSG00000143793	C1orf35	chr1
626	ENSG00000258021.1	ENSG00000258021	AC025259.2	chr12
627	ENSG00000023191.16	ENSG00000023191	RNH1	chr11
628	ENSG00000226374.2	ENSG00000226374	LINC01345	chr1
629	ENSG00000158352.15	ENSG00000158352	SHROOM4	chrX
630	ENSG00000134313.15	ENSG00000134313	KIDINS220	chr2
631	ENSG00000196233.12	ENSG00000196233	LCOR	chr10
632	ENSG00000100580.7	ENSG00000100580	TMED8	chr14
633	ENSG00000133138.19	ENSG00000133138	TBC1D8B	chrX
634	ENSG00000168828.5	ENSG00000168828	OR13J1	chr9
635	ENSG00000167508.11	ENSG00000167508	MVD	chr16
636	ENSG00000257210.1	ENSG00000257210	NACAP8	chr12
637	ENSG00000151743.10	ENSG00000151743	AMN1	chr12
638	ENSG00000272371.1	ENSG00000272371	AL591167.1	chr1
639	ENSG00000242259.8	ENSG00000242259	C22orf39	chr22
640	ENSG00000254287.1	ENSG00000254287	AC007991.4	chr8
641	ENSG00000107140.15	ENSG00000107140	TESK1	chr9
642	ENSG00000072832.14	ENSG00000072832	CRMP1	chr4
643	ENSG00000196419.12	ENSG00000196419	XRCC6	chr22
644	ENSG00000240086.5	ENSG00000240086	AC092969.1	chr3
645	ENSG00000100129.17	ENSG00000100129	EIF3L	chr22
646	ENSG00000012048.20	ENSG00000012048	BRCA1	chr17
647	ENSG00000184033.13	ENSG00000184033	CTAG1B	chrX
648	ENSG00000228236.2	ENSG00000228236	TXNP5	chr2
649	ENSG00000250496.2	ENSG00000250496	ABT1P1	chr4
650	ENSG00000117586.10	ENSG00000117586	TNFSF4	chr1
651	ENSG00000107175.11	ENSG00000107175	CREB3	chr9
652	ENSG00000136273.11	ENSG00000136273	HUS1	chr7
653	ENSG00000130958.11	ENSG00000130958	SLC35D2	chr9
654	ENSG00000240012.1	ENSG00000240012	SLC9A9-AS1	chr3
655	ENSG00000184276.2	ENSG00000184276	DEFB108B	chr11
656	ENSG00000107223.12	ENSG00000107223	EDF1	chr9
657	ENSG00000179950.13	ENSG00000179950	PUF60	chr8
658	ENSG00000149823.8	ENSG00000149823	VPS51	chr11
659	ENSG00000260194.1	ENSG00000260194	AC007496.1	chr16
660	ENSG00000199719.1	ENSG00000199719	RN7SKP74	chr20
661	ENSG00000246363.2	ENSG00000246363	LINC02458	chr12
662	ENSG00000104823.8	ENSG00000104823	ECH1	chr19
663	ENSG00000139725.7	ENSG00000139725	RHOF	chr12
664	ENSG00000254290.1	ENSG00000254290	AC124067.4	chr8
665	ENSG00000188107.14	ENSG00000188107	EYS	chr6
666	ENSG00000125046.14	ENSG00000125046	SSUH2	chr3
667	ENSG00000242104.4	ENSG00000242104	LINC02618	chr3
668	ENSG00000237438.7	ENSG00000237438	CECR7	chr22
669	ENSG00000155744.9	ENSG00000155744	FAM126B	chr2
670	ENSG00000147381.11	ENSG00000147381	MAGEA4	chrX
671	ENSG00000267650.1	ENSG00000267650	AC008742.1	chr19
672	ENSG00000267251.2	ENSG00000267251	AC139100.1	chr18
673	ENSG00000272078.1	ENSG00000272078	AL139423.1	chr1
674	ENSG00000116668.12	ENSG00000116668	SWT1	chr1
675	ENSG00000129295.8	ENSG00000129295	LRRC6	chr8
676	ENSG00000281160.1	ENSG00000281160	AC018358.1	chr3
677	ENSG00000270972.1	ENSG00000270972	AC136475.9	chr11
678	ENSG00000233924.1	ENSG00000233924	RPSAP13	chr14
679	ENSG00000220937.3	ENSG00000220937	HNRNPA1P41	chr9
680	ENSG00000227660.1	ENSG00000227660	UST-AS1	chr6
681	ENSG00000267002.2	ENSG00000267002	AC060780.1	chr17
682	ENSG00000184281.14	ENSG00000184281	TSSC4	chr11
683	ENSG00000176896.8	ENSG00000176896	TCEANC	chrX
684	ENSG00000250148.1	ENSG00000250148	KRT8P31	chr5
685	ENSG00000105726.16	ENSG00000105726	ATP13A1	chr19
686	ENSG00000243797.6	ENSG00000243797	AC004917.1	chr7
687	ENSG00000160505.15	ENSG00000160505	NLRP4	chr19
688	ENSG00000267686.1	ENSG00000267686	AC090771.2	chr18
689	ENSG00000129038.15	ENSG00000129038	LOXL1	chr15
690	ENSG00000241411.1	ENSG00000241411	AC104619.1	chr4
691	ENSG00000252427.1	ENSG00000252427	RF00573	chr11
692	ENSG00000261229.6	ENSG00000261229	AC021483.2	chr15
693	ENSG00000134030.13	ENSG00000134030	CTIF	chr18
694	ENSG00000236963.6	ENSG00000236963	LINC01141	chr1
695	ENSG00000229668.1	ENSG00000229668	AL133384.1	chr10
696	ENSG00000242431.2	ENSG00000242431	AC107398.1	chr4
697	ENSG00000167139.8	ENSG00000167139	TBC1D21	chr15
698	ENSG00000229863.1	ENSG00000229863	AC097358.1	chr3
699	ENSG00000237440.8	ENSG00000237440	AC008554.1	chr19
700	ENSG00000276422.1	ENSG00000276422	AL590491.2	chr9
701	ENSG00000120889.12	ENSG00000120889	TNFRSF10B	chr8
702	ENSG00000254338.1	ENSG00000254338	MAFA-AS1	chr8
703	ENSG00000140983.13	ENSG00000140983	RHOT2	chr16
704	ENSG00000268985.1	ENSG00000268985	AC020908.2	chr19
705	ENSG00000165643.10	ENSG00000165643	SOHLH1	chr9
706	ENSG00000171928.13	ENSG00000171928	TVP23B	chr17
707	ENSG00000265179.6	ENSG00000265179	AP000894.2	chr18
708	ENSG00000149782.11	ENSG00000149782	PLCB3	chr11
709	ENSG00000233029.3	ENSG00000233029	AC244453.2	chr1
710	ENSG00000226308.1	ENSG00000226308	AL122058.1	chr20
711	ENSG00000224403.1	ENSG00000224403	DPPA2P3	chr3
712	ENSG00000279022.1	ENSG00000279022	AL359715.4	chr6
713	ENSG00000231566.1	ENSG00000231566	LINC02595	chrX
714	ENSG00000214922.9	ENSG00000214922	HLA-F-AS1	chr6
715	ENSG00000104885.17	ENSG00000104885	DOT1L	chr19
716	ENSG00000142330.19	ENSG00000142330	CAPN10	chr2
717	ENSG00000212163.5	ENSG00000212163	SNORD91A	chr17
718	ENSG00000096968.13	ENSG00000096968	JAK2	chr9
719	ENSG00000279575.1	ENSG00000279575	AL583859.2	chr10
720	ENSG00000233694.5	ENSG00000233694	LINC02579	chr2
721	ENSG00000174123.10	ENSG00000174123	TLR10	chr4
722	ENSG00000282879.1	ENSG00000282879	AC095038.3	chr7
723	ENSG00000077327.15	ENSG00000077327	SPAG6	chr10
724	ENSG00000225639.1	ENSG00000225639	PGAM1P2	chr9
725	ENSG00000095059.15	ENSG00000095059	DHPS	chr19
726	ENSG00000282995.1	ENSG00000282995	FRG1EP	chr20
727	ENSG00000156873.15	ENSG00000156873	PHKG2	chr16
728	ENSG00000121931.15	ENSG00000121931	LRIF1	chr1
729	ENSG00000090581.9	ENSG00000090581	GNPTG	chr16
730	ENSG00000271730.1	ENSG00000271730	AL390208.1	chr6
731	ENSG00000228863.8	ENSG00000228863	AL121985.1	chr1
732	ENSG00000149600.11	ENSG00000149600	COMMD7	chr20
733	ENSG00000175895.3	ENSG00000175895	PLEKHF2	chr8
734	ENSG00000142856.16	ENSG00000142856	ITGB3BP	chr1
735	ENSG00000184216.13	ENSG00000184216	IRAK1	chrX
736	ENSG00000075292.18	ENSG00000075292	ZNF638	chr2
737	ENSG00000241593.5	ENSG00000241593	AC099542.1	chr3
738	ENSG00000130159.13	ENSG00000130159	ECSIT	chr19
739	ENSG00000180090.4	ENSG00000180090	OR3A1	chr17
740	ENSG00000226125.1	ENSG00000226125	LINC01907	chr2
741	ENSG00000234566.1	ENSG00000234566	RPL7AP71	chrX
742	ENSG00000275515.1	ENSG00000275515	AC012676.2	chr16
743	ENSG00000280040.1	ENSG00000280040	AC095031.1	chr1
744	ENSG00000227573.2	ENSG00000227573	AC004986.1	chr7
745	ENSG00000127054.20	ENSG00000127054	INTS11	chr1
746	ENSG00000261649.6	ENSG00000261649	GOLGA6L7	chr15
747	ENSG00000258366.7	ENSG00000258366	RTEL1	chr20
748	ENSG00000134245.17	ENSG00000134245	WNT2B	chr1
749	ENSG00000197976.11	ENSG00000197976	AKAP17A	chrX
750	ENSG00000239465.1	ENSG00000239465	AC090543.1	chr15
751	ENSG00000116337.15	ENSG00000116337	AMPD2	chr1
752	ENSG00000265531.3	ENSG00000265531	FCGR1CP	chr1
753	ENSG00000167749.11	ENSG00000167749	KLK4	chr19
754	ENSG00000213563.6	ENSG00000213563	C8orf82	chr8
755	ENSG00000242087.2	ENSG00000242087	RPL36AP41	chr12
756	ENSG00000168487.17	ENSG00000168487	BMP1	chr8
757	ENSG00000261633.1	ENSG00000261633	AC018552.3	chr16
758	ENSG00000185803.8	ENSG00000185803	SLC52A2	chr8
759	ENSG00000184047.16	ENSG00000184047	DIABLO	chr12
760	ENSG00000155833.14	ENSG00000155833	CYLC2	chr9
761	ENSG00000243273.1	ENSG00000243273	AC020636.1	chr3
762	ENSG00000108984.13	ENSG00000108984	MAP2K6	chr17
763	ENSG00000150361.11	ENSG00000150361	KLHL1	chr13
764	ENSG00000109586.11	ENSG00000109586	GALNT7	chr4
765	ENSG00000255291.2	ENSG00000255291	HMGB1P40	chr11
766	ENSG00000226321.5	ENSG00000226321	CROCC2	chr2
767	ENSG00000273336.1	ENSG00000273336	OR7M1P	chr10
768	ENSG00000107902.13	ENSG00000107902	LHPP	chr10
769	ENSG00000224235.1	ENSG00000224235	NA	NA
770	ENSG00000200241.1	ENSG00000200241	RF00019	chr2
771	ENSG00000104774.12	ENSG00000104774	MAN2B1	chr19
772	ENSG00000167118.10	ENSG00000167118	URM1	chr9
773	ENSG00000229124.6	ENSG00000229124	VIM-AS1	chr10
774	ENSG00000100150.16	ENSG00000100150	DEPDC5	chr22
775	ENSG00000259918.1	ENSG00000259918	NDUFA5P11	chr16
776	ENSG00000161850.2	ENSG00000161850	KRT82	chr12
777	ENSG00000281106.2	ENSG00000281106	TMEM272	chr13
778	ENSG00000259339.2	ENSG00000259339	TGIF1P1	chr19
779	ENSG00000229855.8	ENSG00000229855	AC008568.1	chr5
780	ENSG00000225152.1	ENSG00000225152	AL160290.1	chr10
781	ENSG00000144580.13	ENSG00000144580	CNOT9	chr2
782	ENSG00000142182.8	ENSG00000142182	DNMT3L	chr21
783	ENSG00000164620.8	ENSG00000164620	RELL2	chr5
784	ENSG00000225546.5	ENSG00000225546	LINC02476	chr7
785	ENSG00000226871.1	ENSG00000226871	AC135178.1	chr17
786	ENSG00000274544.1	ENSG00000274544	SNORD28	chr11
787	ENSG00000138395.14	ENSG00000138395	CDK15	chr2
788	ENSG00000197857.13	ENSG00000197857	ZNF44	chr19
789	ENSG00000262322.1	ENSG00000262322	MTND4P34	chr16
790	ENSG00000262580.5	ENSG00000262580	AC087741.1	chr17
791	ENSG00000177335.10	ENSG00000177335	C8orf31	chr8
792	ENSG00000144306.14	ENSG00000144306	SCRN3	chr2
793	ENSG00000255176.1	ENSG00000255176	AP000941.1	chr11
794	ENSG00000148337.20	ENSG00000148337	CIZ1	chr9
795	ENSG00000229459.1	ENSG00000229459	AC023669.1	chr7
796	ENSG00000180662.8	ENSG00000180662	RPL21P8	chr14
797	ENSG00000161999.11	ENSG00000161999	JMJD8	chr16
798	ENSG00000005022.5	ENSG00000005022	SLC25A5	chrX
799	ENSG00000165752.16	ENSG00000165752	STK32C	chr10
800	ENSG00000183734.4	ENSG00000183734	ASCL2	chr11
801	ENSG00000198658.4	ENSG00000198658	ABHD17AP1	chr1
802	ENSG00000176946.11	ENSG00000176946	THAP4	chr2
803	ENSG00000230269.6	ENSG00000230269	LINC02525	chr6
804	ENSG00000141959.16	ENSG00000141959	PFKL	chr21
805	ENSG00000168159.11	ENSG00000168159	RNF187	chr1
806	ENSG00000147443.12	ENSG00000147443	DOK2	chr8
807	ENSG00000081791.8	ENSG00000081791	DELE1	chr5
808	ENSG00000186075.12	ENSG00000186075	ZPBP2	chr17
809	ENSG00000164251.4	ENSG00000164251	F2RL1	chr5
810	ENSG00000100075.9	ENSG00000100075	SLC25A1	chr22
811	ENSG00000235358.1	ENSG00000235358	AC093151.3	chr1
812	ENSG00000232260.2	ENSG00000232260	BTF3L4P1	chr21
813	ENSG00000274749.1	ENSG00000274749	KRTAP7-1	chr21
814	ENSG00000237426.1	ENSG00000237426	ZIK1P1	chrX
815	ENSG00000271095.1	ENSG00000271095	BNIP3P28	chr19
816	ENSG00000145016.15	ENSG00000145016	RUBCN	chr3
817	ENSG00000122121.10	ENSG00000122121	XPNPEP2	chrX
818	ENSG00000068305.17	ENSG00000068305	MEF2A	chr15
819	ENSG00000166734.18	ENSG00000166734	CASC4	chr15
820	ENSG00000272071.1	ENSG00000272071	AC122710.2	chr5
821	ENSG00000232896.1	ENSG00000232896	AL592463.1	chr9
822	ENSG00000144589.21	ENSG00000144589	STK11IP	chr2
823	ENSG00000204429.4	ENSG00000204429	AL451142.1	chr9
824	ENSG00000259009.4	ENSG00000259009	TPRX2P	chr19
825	ENSG00000104412.7	ENSG00000104412	EMC2	chr8
826	ENSG00000148572.15	ENSG00000148572	NRBF2	chr10
827	ENSG00000089327.14	ENSG00000089327	FXYD5	chr19
828	ENSG00000198363.17	ENSG00000198363	ASPH	chr8
829	ENSG00000231424.2	ENSG00000231424	AL445673.1	chr1
830	ENSG00000283511.1	ENSG00000283511	AC137936.2	chr3
831	ENSG00000140521.12	ENSG00000140521	POLG	chr15
832	ENSG00000084623.11	ENSG00000084623	EIF3I	chr1
833	ENSG00000234571.1	ENSG00000234571	AC239798.2	chr1
834	ENSG00000197380.10	ENSG00000197380	DACT3	chr19
835	ENSG00000207468.1	ENSG00000207468	SNORA19	chr10
836	ENSG00000152443.12	ENSG00000152443	ZNF776	chr19
837	ENSG00000261737.1	ENSG00000261737	AL049597.2	chr1
838	ENSG00000101997.12	ENSG00000101997	CCDC22	chrX
839	ENSG00000119471.14	ENSG00000119471	HSDL2	chr9
840	ENSG00000171617.13	ENSG00000171617	ENC1	chr5
841	ENSG00000196364.9	ENSG00000196364	PRSS29P	chr16
842	ENSG00000070190.12	ENSG00000070190	DAPP1	chr4
843	ENSG00000112116.9	ENSG00000112116	IL17F	chr6
844	ENSG00000261578.1	ENSG00000261578	AP003119.3	chr11
845	ENSG00000261645.5	ENSG00000261645	DISC1FP1	chr11
846	ENSG00000251424.1	ENSG00000251424	AC021146.9	chr4
847	ENSG00000269446.2	ENSG00000269446	AC006967.3	chr7
848	ENSG00000147533.16	ENSG00000147533	GOLGA7	chr8
849	ENSG00000096063.15	ENSG00000096063	SRPK1	chr6
850	ENSG00000233377.1	ENSG00000233377	MTND4P20	chr10
851	ENSG00000187516.6	ENSG00000187516	HYPM	chrX
852	ENSG00000166816.13	ENSG00000166816	LDHD	chr16
853	ENSG00000071889.16	ENSG00000071889	FAM3A	chrX
854	ENSG00000119979.16	ENSG00000119979	FAM45A	chr10
855	ENSG00000232015.2	ENSG00000232015	HSPE1P25	chr1
856	ENSG00000188313.12	ENSG00000188313	PLSCR1	chr3
857	ENSG00000146701.11	ENSG00000146701	MDH2	chr7
858	ENSG00000262803.1	ENSG00000262803	AL354943.1	chr6
859	ENSG00000213703.2	ENSG00000213703	AL138847.1	chr1
860	ENSG00000267778.1	ENSG00000267778	AC004221.1	chr19
861	ENSG00000138772.12	ENSG00000138772	ANXA3	chr4
