ENSG_ver	ENSG_no_ver	GeneSymbol	chr
6623	ENSG00000023608.4	ENSG00000023608	SNAPC1	chr14
14776	ENSG00000023697.12	ENSG00000023697	DERA	chr12
5380	ENSG00000023734.10	ENSG00000023734	STRAP	chr12
4977	ENSG00000023839.10	ENSG00000023839	ABCC2	chr10
9814	ENSG00000023892.10	ENSG00000023892	DEF6	chr6
5826	ENSG00000023902.13	ENSG00000023902	PLEKHO1	chr1
715	ENSG00000023909.9	ENSG00000023909	GCLM	chr1
4169	ENSG00000024048.10	ENSG00000024048	UBR2	chr6
11580	ENSG00000024422.11	ENSG00000024422	EHD2	chr19
289309	ENSG00000024526.16	ENSG00000024526	DEPDC1	chr1
13799	ENSG00000024862.17	ENSG00000024862	CCDC28A	chr6
1911	ENSG00000025039.14	ENSG00000025039	RRAGD	chr6
9711	ENSG00000025156.12	ENSG00000025156	HSF2	chr6
3988	ENSG00000025293.16	ENSG00000025293	PHF20	chr20
1717	ENSG00000025423.11	ENSG00000025423	HSD17B6	chr12
2964	ENSG00000025434.18	ENSG00000025434	NR1H3	chr11
10636	ENSG00000025708.13	ENSG00000025708	TYMP	chr22
13214	ENSG00000025770.18	ENSG00000025770	NCAPH2	chr22
6446	ENSG00000025772.7	ENSG00000025772	TOMM34	chr20
5960	ENSG00000025796.13	ENSG00000025796	SEC63	chr6
14023	ENSG00000025800.13	ENSG00000025800	KPNA6	chr1
3900	ENSG00000026025.15	ENSG00000026025	VIM	chr10
1287	ENSG00000026103.21	ENSG00000026103	FAS	chr10
9488	ENSG00000026297.15	ENSG00000026297	RNASET2	chr6
1951	ENSG00000026508.17	ENSG00000026508	CD44	chr11
103002	ENSG00000026559.13	ENSG00000026559	KCNG1	chr20
14043	ENSG00000026652.13	ENSG00000026652	AGPAT4	chr6
2282	ENSG00000026751.16	ENSG00000026751	SLAMF7	chr1
15703	ENSG00000026950.16	ENSG00000026950	BTN3A1	chr6
9536	ENSG00000027001.9	ENSG00000027001	MIPEP	chr13
14065	ENSG00000027075.14	ENSG00000027075	PRKCH	chr14
17831	ENSG00000027644.4	ENSG00000027644	INSRR	chr1
2725	ENSG00000027697.13	ENSG00000027697	IFNGR1	chr6
1170	ENSG00000027847.13	ENSG00000027847	B4GALT7	chr5
11652	ENSG00000027869.11	ENSG00000027869	SH2D2A	chr1
9387	ENSG00000028116.16	ENSG00000028116	VRK2	chr2
14538	ENSG00000028137.18	ENSG00000028137	TNFRSF1B	chr1
9943	ENSG00000028203.17	ENSG00000028203	VEZT	chr12
7655	ENSG00000028277.21	ENSG00000028277	POU2F2	chr19
7296	ENSG00000028310.17	ENSG00000028310	BRD9	chr5
9519	ENSG00000028528.14	ENSG00000028528	SNX1	chr15
7910	ENSG00000028839.9	ENSG00000028839	TBPL1	chr6
10811	ENSG00000029153.14	ENSG00000029153	ARNTL2	chr12
8154	ENSG00000029363.16	ENSG00000029363	BCLAF1	chr6
8417	ENSG00000029364.11	ENSG00000029364	SLC39A9	chr14
4431	ENSG00000029534.19	ENSG00000029534	ANK1	chr8
509581	ENSG00000029559.6	ENSG00000029559	IBSP	chr4
12514	ENSG00000029639.10	ENSG00000029639	TFB1M	chr6
2877	ENSG00000029725.16	ENSG00000029725	RABEP1	chr17
1619	ENSG00000029993.14	ENSG00000029993	HMGB3	chrX
16085	ENSG00000030066.13	ENSG00000030066	NUP160	chr11
5534	ENSG00000030110.12	ENSG00000030110	BAK1	chr6
65751	ENSG00000030304.13	ENSG00000030304	MUSK	chr9
9854	ENSG00000030419.16	ENSG00000030419	IKZF2	chr2
7165	ENSG00000030582.17	ENSG00000030582	GRN	chr17
1972	ENSG00000031003.10	ENSG00000031003	FAM13B	chr5
8242	ENSG00000031081.10	ENSG00000031081	ARHGAP31	chr3
12826	ENSG00000031691.6	ENSG00000031691	CENPQ	chr6
6965	ENSG00000031698.12	ENSG00000031698	SARS	chr1
6304	ENSG00000031823.14	ENSG00000031823	RANBP3	chr19
16057	ENSG00000032219.18	ENSG00000032219	ARID4A	chr14
12757	ENSG00000032389.12	ENSG00000032389	EIPR1	chr2
11846	ENSG00000032444.15	ENSG00000032444	PNPLA6	chr19
5898	ENSG00000032742.17	ENSG00000032742	IFT88	chr13
8018	ENSG00000033011.11	ENSG00000033011	ALG1	chr16
13097	ENSG00000033030.13	ENSG00000033030	ZCCHC8	chr12
12085	ENSG00000033050.7	ENSG00000033050	ABCF2	chr7
15636	ENSG00000033100.16	ENSG00000033100	CHPF2	chr7
72005	ENSG00000033122.18	ENSG00000033122	LRRC7	chr1
8174	ENSG00000033170.16	ENSG00000033170	FUT8	chr14
15688	ENSG00000033178.12	ENSG00000033178	UBA6	chr4
6861	ENSG00000033327.12	ENSG00000033327	GAB2	chr11
2368	ENSG00000033627.16	ENSG00000033627	ATP6V0A1	chr17
3360	ENSG00000033800.13	ENSG00000033800	PIAS1	chr15
16035	ENSG00000033867.16	ENSG00000033867	SLC4A7	chr3
2095	ENSG00000034053.14	ENSG00000034053	APBA2	chr15
11244	ENSG00000034152.18	ENSG00000034152	MAP2K3	chr17
37384	ENSG00000034239.10	ENSG00000034239	EFCAB1	chr8
5233	ENSG00000034510.5	ENSG00000034510	TMSB10	chr2
11341	ENSG00000034533.11	ENSG00000034533	ASTE1	chr3
2162	ENSG00000034677.12	ENSG00000034677	RNF19A	chr8
4388	ENSG00000034693.14	ENSG00000034693	PEX3	chr6
4614	ENSG00000034713.7	ENSG00000034713	GABARAPL2	chr16
366	ENSG00000034971.16	ENSG00000034971	MYOC	chr1
2305	ENSG00000035115.21	ENSG00000035115	SH3YL1	chr2
4611	ENSG00000035141.7	ENSG00000035141	FAM136A	chr2
1199	ENSG00000035403.17	ENSG00000035403	VCL	chr10
252336	ENSG00000035499.12	ENSG00000035499	DEPDC1B	chr5
13239	ENSG00000035664.11	ENSG00000035664	DAPK2	chr15
15774	ENSG00000035681.7	ENSG00000035681	NSMAF	chr8
15919	ENSG00000035687.9	ENSG00000035687	ADSS	chr1
306417	ENSG00000035720.7	ENSG00000035720	STAP1	chr4
8225	ENSG00000035862.12	ENSG00000035862	TIMP2	chr17
5703	ENSG00000035928.15	ENSG00000035928	RFC1	chr4
10229	ENSG00000036054.12	ENSG00000036054	TBC1D23	chr3
12189	ENSG00000036257.12	ENSG00000036257	CUL3	chr2
7527	ENSG00000036448.9	ENSG00000036448	MYOM2	chr8
20298	ENSG00000036473.6	ENSG00000036473	OTC	chrX
1774	ENSG00000036530.8	ENSG00000036530	CYP46A1	chr14
4494	ENSG00000036549.12	ENSG00000036549	AC118549.1	chr1
35038	ENSG00000036565.14	ENSG00000036565	SLC18A1	chr8
6797	ENSG00000036672.15	ENSG00000036672	USP2	chr11
299195	ENSG00000036828.15	ENSG00000036828	CASR	chr3
6286	ENSG00000037042.8	ENSG00000037042	TUBG2	chr17
12595	ENSG00000037241.7	ENSG00000037241	RPL26L1	chr5
14682	ENSG00000037280.15	ENSG00000037280	FLT4	chr5
9083	ENSG00000037474.14	ENSG00000037474	NSUN2	chr5
13894	ENSG00000037637.10	ENSG00000037637	FBXO42	chr1
15358	ENSG00000037749.11	ENSG00000037749	MFAP3	chr5
10941	ENSG00000037757.13	ENSG00000037757	MRI1	chr19
8231	ENSG00000037897.16	ENSG00000037897	METTL1	chr12
3335	ENSG00000037965.5	ENSG00000037965	HOXC8	chr12
11524	ENSG00000038002.8	ENSG00000038002	AGA	chr4
12183	ENSG00000038210.12	ENSG00000038210	PI4K2B	chr4
15957	ENSG00000038219.12	ENSG00000038219	BOD1L1	chr4
14556	ENSG00000038274.16	ENSG00000038274	MAT2B	chr5
2196	ENSG00000038295.7	ENSG00000038295	TLL1	chr4
11065	ENSG00000038358.14	ENSG00000038358	EDC4	chr16
15475	ENSG00000038382.18	ENSG00000038382	TRIO	chr5
11406	ENSG00000038427.15	ENSG00000038427	VCAN	chr5
6920	ENSG00000038532.14	ENSG00000038532	CLEC16A	chr16
1214	ENSG00000038945.14	ENSG00000038945	MSR1	chr8
25780	ENSG00000039068.18	ENSG00000039068	CDH1	chr16
6076	ENSG00000039123.15	ENSG00000039123	MTREX	chr5
106387	ENSG00000039139.9	ENSG00000039139	DNAH5	chr5
11161	ENSG00000039319.16	ENSG00000039319	ZFYVE16	chr5
13160	ENSG00000039523.19	ENSG00000039523	RIPOR1	chr16
997	ENSG00000039537.13	ENSG00000039537	C6	chr5
3051	ENSG00000039560.13	ENSG00000039560	RAI14	chr5
13673	ENSG00000039650.11	ENSG00000039650	PNKP	chr19
328021	ENSG00000039987.6	ENSG00000039987	BEST2	chr19
14645	ENSG00000040199.18	ENSG00000040199	PHLPP2	chr16
10030	ENSG00000040275.16	ENSG00000040275	SPDL1	chr5
13349	ENSG00000040341.17	ENSG00000040341	STAU2	chr8
861	ENSG00000040487.12	ENSG00000040487	PQLC2	chr1
3646	ENSG00000040531.14	ENSG00000040531	CTNS	chr17
9109	ENSG00000040608.13	ENSG00000040608	RTN4R	chr22
14928	ENSG00000040633.12	ENSG00000040633	PHF23	chr17
104672	ENSG00000040731.10	ENSG00000040731	CDH10	chr5
15705	ENSG00000040933.15	ENSG00000040933	INPP4A	chr2
11173	ENSG00000041353.9	ENSG00000041353	RAB27B	chr18
12153	ENSG00000041357.15	ENSG00000041357	PSMA4	chr15
2983	ENSG00000041515.15	ENSG00000041515	MYO16	chr13
15604	ENSG00000041802.10	ENSG00000041802	LSG1	chr3
14709	ENSG00000041880.14	ENSG00000041880	PARP3	chr3
2779	ENSG00000041982.15	ENSG00000041982	TNC	chr9
8303	ENSG00000041988.15	ENSG00000041988	THAP3	chr1
10226	ENSG00000042062.11	ENSG00000042062	RIPOR3	chr20
12299	ENSG00000042088.13	ENSG00000042088	TDP1	chr14
714	ENSG00000042286.14	ENSG00000042286	AIFM2	chr10
7168	ENSG00000042317.16	ENSG00000042317	SPATA7	chr14
8687	ENSG00000042429.11	ENSG00000042429	MED17	chr11
1861	ENSG00000042445.13	ENSG00000042445	RETSAT	chr2
1039	ENSG00000042493.15	ENSG00000042493	CAPG	chr2
8989	ENSG00000042753.11	ENSG00000042753	AP2S1	chr19
35863	ENSG00000042781.12	ENSG00000042781	USH2A	chr1
8030	ENSG00000042832.11	ENSG00000042832	TG	chr8
1642	ENSG00000042980.12	ENSG00000042980	ADAM28	chr8
102098	ENSG00000043039.6	ENSG00000043039	BARX2	chr11
5562	ENSG00000043093.13	ENSG00000043093	DCUN1D1	chr3
10409	ENSG00000043143.20	ENSG00000043143	JADE2	chr5
97612	ENSG00000043355.11	ENSG00000043355	ZIC2	chr13
9205	ENSG00000043462.11	ENSG00000043462	LCP2	chr5
9237	ENSG00000043514.15	ENSG00000043514	TRIT1	chr1
340	ENSG00000043591.5	ENSG00000043591	ADRB1	chr10
332122	ENSG00000044012.3	ENSG00000044012	GUCA2B	chr1
5847	ENSG00000044090.8	ENSG00000044090	CUL7	chr6
14195	ENSG00000044115.20	ENSG00000044115	CTNNA1	chr5
103	ENSG00000044446.11	ENSG00000044446	PHKA2	chrX
5204	ENSG00000044459.14	ENSG00000044459	CNTLN	chr9
1967	ENSG00000044524.10	ENSG00000044524	EPHA3	chr3
14357	ENSG00000044574.7	ENSG00000044574	HSPA5	chr9
2950	ENSG00000046604.12	ENSG00000046604	DSG2	chr18
109	ENSG00000046647.13	ENSG00000046647	GEMIN8	chrX
9549	ENSG00000046651.14	ENSG00000046651	OFD1	chrX
945	ENSG00000046653.14	ENSG00000046653	GPM6B	chrX
12127	ENSG00000046889.18	ENSG00000046889	PREX2	chr8
5759	ENSG00000047056.14	ENSG00000047056	WDR37	chr10
16105	ENSG00000047188.15	ENSG00000047188	YTHDC2	chr5
15099	ENSG00000047230.14	ENSG00000047230	CTPS2	chrX
13498	ENSG00000047249.17	ENSG00000047249	ATP6V1H	chr8
11713	ENSG00000047315.15	ENSG00000047315	POLR2B	chr4
7266	ENSG00000047346.12	ENSG00000047346	FAM214A	chr15
10076	ENSG00000047365.11	ENSG00000047365	ARAP2	chr4
14592	ENSG00000047410.13	ENSG00000047410	TPR	chr1
1918	ENSG00000047457.13	ENSG00000047457	CP	chr3
400	ENSG00000047578.12	ENSG00000047578	KIAA0556	chr16
2440	ENSG00000047579.19	ENSG00000047579	DTNBP1	chr6
33579	ENSG00000047597.5	ENSG00000047597	XK	chrX
3114	ENSG00000047617.14	ENSG00000047617	ANO2	chr12
14371	ENSG00000047621.11	ENSG00000047621	C12orf4	chr12
15810	ENSG00000047634.14	ENSG00000047634	SCML1	chrX
6776	ENSG00000047644.18	ENSG00000047644	WWC3	chrX
1190	ENSG00000047648.21	ENSG00000047648	ARHGAP6	chrX
100133	ENSG00000047662.4	ENSG00000047662	FAM184B	chr4
6951	ENSG00000047849.21	ENSG00000047849	MAP4	chr3
5792	ENSG00000047932.13	ENSG00000047932	GOPC	chr6
156104	ENSG00000047936.10	ENSG00000047936	ROS1	chr6
5914	ENSG00000048028.11	ENSG00000048028	USP28	chr11
12586	ENSG00000048052.21	ENSG00000048052	HDAC9	chr7
1064	ENSG00000048140.17	ENSG00000048140	TSPAN17	chr5
10222	ENSG00000048162.20	ENSG00000048162	NOP16	chr5
1279	ENSG00000048342.15	ENSG00000048342	CC2D2A	chr4
8268	ENSG00000048392.11	ENSG00000048392	RRM2B	chr8
7420	ENSG00000048405.9	ENSG00000048405	ZNF800	chr7
305297	ENSG00000048462.10	ENSG00000048462	TNFRSF17	chr16
14898	ENSG00000048471.13	ENSG00000048471	SNX29	chr16
1456	ENSG00000048540.14	ENSG00000048540	LMO3	chr12
6436	ENSG00000048544.5	ENSG00000048544	MRPS10	chr6
96108	ENSG00000048545.13	ENSG00000048545	GUCA1A	chr6
4768	ENSG00000048649.13	ENSG00000048649	RSF1	chr11
15630	ENSG00000048707.13	ENSG00000048707	VPS13D	chr1
1859	ENSG00000048740.18	ENSG00000048740	CELF2	chr10
12018	ENSG00000048828.16	ENSG00000048828	FAM120A	chr9
14219	ENSG00000048991.16	ENSG00000048991	R3HDM1	chr2
5623	ENSG00000049089.13	ENSG00000049089	COL9A2	chr1
3180	ENSG00000049130.14	ENSG00000049130	KITLG	chr12
12617	ENSG00000049167.13	ENSG00000049167	ERCC8	chr5
6053	ENSG00000049192.14	ENSG00000049192	ADAMTS6	chr5
7280	ENSG00000049239.12	ENSG00000049239	H6PD	chr1
13729	ENSG00000049245.12	ENSG00000049245	VAMP3	chr1
4811	ENSG00000049246.14	ENSG00000049246	PER3	chr1
37995	ENSG00000049247.13	ENSG00000049247	UTS2	chr1
295109	ENSG00000049249.8	ENSG00000049249	TNFRSF9	chr1
46498	ENSG00000049283.17	ENSG00000049283	EPN3	chr17
1894	ENSG00000049323.15	ENSG00000049323	LTBP1	chr2
5550	ENSG00000049449.8	ENSG00000049449	RCN1	chr11
8579	ENSG00000049540.16	ENSG00000049540	ELN	chr7
7070	ENSG00000049541.10	ENSG00000049541	RFC2	chr7
9808	ENSG00000049618.22	ENSG00000049618	ARID1B	chr6
757	ENSG00000049656.13	ENSG00000049656	CLPTM1L	chr5
3782	ENSG00000049759.17	ENSG00000049759	NEDD4L	chr18
117425	ENSG00000049768.14	ENSG00000049768	FOXP3	chrX
227	ENSG00000049769.12	ENSG00000049769	PPP1R3F	chrX
8776	ENSG00000049860.13	ENSG00000049860	HEXB	chr5
12793	ENSG00000049883.14	ENSG00000049883	PTCD2	chr5
2590	ENSG00000050030.13	ENSG00000050030	NEXMIF	chrX
8978	ENSG00000050130.17	ENSG00000050130	JKAMP	chr14
2621	ENSG00000050165.17	ENSG00000050165	DKK3	chr11
9727	ENSG00000050327.14	ENSG00000050327	ARHGEF5	chr7
3493	ENSG00000050344.8	ENSG00000050344	NFE2L3	chr7
5248	ENSG00000050393.11	ENSG00000050393	MCUR1	chr6
14650	ENSG00000050405.13	ENSG00000050405	LIMA1	chr12
11351	ENSG00000050426.15	ENSG00000050426	LETMD1	chr12
2399	ENSG00000050438.16	ENSG00000050438	SLC4A8	chr12
3327	ENSG00000050555.17	ENSG00000050555	LAMC3	chr9
5698	ENSG00000050628.20	ENSG00000050628	PTGER3	chr1
298801	ENSG00000050730.15	ENSG00000050730	TNIP3	chr4
9661	ENSG00000050748.17	ENSG00000050748	MAPK9	chr5
1628	ENSG00000050767.15	ENSG00000050767	COL23A1	chr5
6953	ENSG00000050820.16	ENSG00000050820	BCAR1	chr16
14468	ENSG00000051009.10	ENSG00000051009	FAM160A2	chr11
3604	ENSG00000051108.14	ENSG00000051108	HERPUD1	chr16
15795	ENSG00000051128.18	ENSG00000051128	HOMER3	chr19
10401	ENSG00000051180.16	ENSG00000051180	RAD51	chr15
10777	ENSG00000051341.13	ENSG00000051341	POLQ	chr3
3511	ENSG00000051382.8	ENSG00000051382	PIK3CB	chr3
4259	ENSG00000051523.10	ENSG00000051523	CYBA	chr16
11105	ENSG00000051596.9	ENSG00000051596	THOC3	chr5
4613	ENSG00000051620.10	ENSG00000051620	HEBP2	chr6
3445	ENSG00000051825.14	ENSG00000051825	MPHOSPH9	chr12
12397	ENSG00000052126.14	ENSG00000052126	PLEKHA5	chr12
115103	ENSG00000052344.15	ENSG00000052344	PRSS8	chr16
6274	ENSG00000052723.11	ENSG00000052723	SIKE1	chr1
11606	ENSG00000052749.13	ENSG00000052749	RRP12	chr10
11322	ENSG00000052795.12	ENSG00000052795	FNIP2	chr4
4257	ENSG00000052802.12	ENSG00000052802	MSMO1	chr4
15723	ENSG00000052841.14	ENSG00000052841	TTC17	chr11
6818	ENSG00000052850.5	ENSG00000052850	ALX4	chr11
32991	ENSG00000053108.16	ENSG00000053108	FSTL4	chr5
3902	ENSG00000053254.15	ENSG00000053254	FOXN3	chr14
58869	ENSG00000053328.8	ENSG00000053328	METTL24	chr6
9060	ENSG00000053371.12	ENSG00000053371	AKR7A2	chr1
7277	ENSG00000053372.4	ENSG00000053372	MRTO4	chr1
10246	ENSG00000053438.8	ENSG00000053438	NNAT	chr20
4031	ENSG00000053501.12	ENSG00000053501	USE1	chr19
46518	ENSG00000053524.12	ENSG00000053524	MCF2L2	chr3
3243	ENSG00000053702.14	ENSG00000053702	NRIP2	chr12
4880	ENSG00000053747.15	ENSG00000053747	LAMA3	chr18
2665	ENSG00000053770.11	ENSG00000053770	AP5M1	chr14
14791	ENSG00000053900.10	ENSG00000053900	ANAPC4	chr4
9977	ENSG00000053918.15	ENSG00000053918	KCNQ1	chr11
1420	ENSG00000054116.11	ENSG00000054116	TRAPPC3	chr1
10748	ENSG00000054118.13	ENSG00000054118	THRAP3	chr1
15204	ENSG00000054148.17	ENSG00000054148	PHPT1	chr9
247	ENSG00000054179.11	ENSG00000054179	ENTPD2	chr9
8328	ENSG00000054219.10	ENSG00000054219	LY75	chr2
5750	ENSG00000054267.21	ENSG00000054267	ARID4B	chr1
5491	ENSG00000054277.13	ENSG00000054277	OPN3	chr1
4372	ENSG00000054282.15	ENSG00000054282	SDCCAG8	chr1
34024	ENSG00000054356.13	ENSG00000054356	PTPRN	chr2
6227	ENSG00000054392.12	ENSG00000054392	HHAT	chr1
12110	ENSG00000054523.17	ENSG00000054523	KIF1B	chr1
3143	ENSG00000054598.6	ENSG00000054598	FOXC1	chr6
15520	ENSG00000054611.13	ENSG00000054611	TBC1D22A	chr22
8937	ENSG00000054654.16	ENSG00000054654	SYNE2	chr14
6841	ENSG00000054690.13	ENSG00000054690	PLEKHH1	chr14
8716	ENSG00000054793.13	ENSG00000054793	ATP9A	chr20
20151	ENSG00000054803.3	ENSG00000054803	CBLN4	chr20
52254	ENSG00000054938.15	ENSG00000054938	CHRDL2	chr11
6320	ENSG00000054965.10	ENSG00000054965	FAM168A	chr11
5608	ENSG00000054967.12	ENSG00000054967	RELT	chr11
15517	ENSG00000054983.16	ENSG00000054983	GALC	chr14
15276	ENSG00000055044.10	ENSG00000055044	NOP58	chr2
9333	ENSG00000055070.16	ENSG00000055070	SZRD1	chr1
1759	ENSG00000055118.14	ENSG00000055118	KCNH2	chr7
6642	ENSG00000055130.15	ENSG00000055130	CUL1	chr7
14452	ENSG00000055147.18	ENSG00000055147	FAM114A2	chr5
923	ENSG00000055163.19	ENSG00000055163	CYFIP2	chr5
8691	ENSG00000055208.18	ENSG00000055208	TAB2	chr6
15857	ENSG00000055211.12	ENSG00000055211	GINM1	chr6
15955	ENSG00000055332.16	ENSG00000055332	EIF2AK2	chr2
7940	ENSG00000055483.19	ENSG00000055483	USP36	chr17
15406	ENSG00000055609.17	ENSG00000055609	KMT2C	chr7
12989	ENSG00000055732.12	ENSG00000055732	MCOLN3	chr1
5583	ENSG00000055813.5	ENSG00000055813	CCDC85A	chr2
15482	ENSG00000055917.15	ENSG00000055917	PUM2	chr2
14546	ENSG00000055950.16	ENSG00000055950	MRPL43	chr10
1501	ENSG00000055955.15	ENSG00000055955	ITIH4	chr3
70534	ENSG00000055957.10	ENSG00000055957	ITIH1	chr3
2608	ENSG00000056050.6	ENSG00000056050	HPF1	chr4
10716	ENSG00000056097.15	ENSG00000056097	ZFR	chr5
7049	ENSG00000056277.15	ENSG00000056277	ZNF280C	chrX
37043	ENSG00000056487.15	ENSG00000056487	PHF21B	chr22
9386	ENSG00000056558.10	ENSG00000056558	TRAF1	chr9
10344	ENSG00000056586.15	ENSG00000056586	RC3H2	chr9
7985	ENSG00000056736.9	ENSG00000056736	IL17RB	chr3
12202	ENSG00000056972.18	ENSG00000056972	TRAF3IP2	chr6
31	ENSG00000056998.19	ENSG00000056998	GYG2	chrX
1076	ENSG00000057019.15	ENSG00000057019	DCBLD2	chr3
364569	ENSG00000057149.15	ENSG00000057149	SERPINB3	chr18
5738	ENSG00000057252.12	ENSG00000057252	SOAT1	chr1
14395	ENSG00000057294.14	ENSG00000057294	PKP2	chr12
68399	ENSG00000057468.6	ENSG00000057468	MSH4	chr1
98992	ENSG00000057593.13	ENSG00000057593	F7	chr13
11068	ENSG00000057608.16	ENSG00000057608	GDI2	chr10
2448	ENSG00000057657.15	ENSG00000057657	PRDM1	chr6
12491	ENSG00000057663.14	ENSG00000057663	ATG5	chr6
13904	ENSG00000057704.12	ENSG00000057704	TMCC3	chr12
7067	ENSG00000057757.9	ENSG00000057757	PITHD1	chr1
4530	ENSG00000057935.13	ENSG00000057935	MTA3	chr2
2288	ENSG00000058056.8	ENSG00000058056	USP13	chr3
5798	ENSG00000058063.15	ENSG00000058063	ATP11B	chr3
14490	ENSG00000058085.14	ENSG00000058085	LAMC2	chr1
9859	ENSG00000058091.16	ENSG00000058091	CDK14	chr7
8775	ENSG00000058262.9	ENSG00000058262	SEC61A1	chr3
846	ENSG00000058272.16	ENSG00000058272	PPP1R12A	chr12
109084	ENSG00000058335.15	ENSG00000058335	RASGRF1	chr15
11047	ENSG00000058404.19	ENSG00000058404	CAMK2B	chr7
6077	ENSG00000058453.16	ENSG00000058453	CROCC	chr1
15646	ENSG00000058600.15	ENSG00000058600	POLR3E	chr16
12787	ENSG00000058668.14	ENSG00000058668	ATP2B4	chr1
442460	ENSG00000058673.16	ENSG00000058673	ZC3H11A	chr1
14983	ENSG00000058729.10	ENSG00000058729	RIOK2	chr5
2832	ENSG00000058799.14	ENSG00000058799	YIPF1	chr1
14814	ENSG00000058804.11	ENSG00000058804	NDC1	chr1
1469	ENSG00000058866.14	ENSG00000058866	DGKG	chr3
15938	ENSG00000059122.16	ENSG00000059122	FLYWCH1	chr16
14515	ENSG00000059145.18	ENSG00000059145	UNKL	chr16
2692	ENSG00000059377.16	ENSG00000059377	TBXAS1	chr7
16000	ENSG00000059378.12	ENSG00000059378	PARP12	chr7
5368	ENSG00000059573.8	ENSG00000059573	ALDH18A1	chr10
9852	ENSG00000059588.9	ENSG00000059588	TARBP1	chr1
8232	ENSG00000059691.11	ENSG00000059691	GATB	chr4
14988	ENSG00000059728.10	ENSG00000059728	MXD1	chr2
16054	ENSG00000059758.7	ENSG00000059758	CDK17	chr12
4227	ENSG00000059769.19	ENSG00000059769	DNAJC25	chr9
4081	ENSG00000059804.15	ENSG00000059804	SLC2A3	chr12
6849	ENSG00000059915.16	ENSG00000059915	PSD	chr10
14242	ENSG00000060069.16	ENSG00000060069	CTDP1	chr18
9366	ENSG00000060138.12	ENSG00000060138	YBX3	chr12
98329	ENSG00000060140.8	ENSG00000060140	STYK1	chr12
10634	ENSG00000060237.16	ENSG00000060237	WNK1	chr12
14042	ENSG00000060339.13	ENSG00000060339	CCAR1	chr10
14396	ENSG00000060491.16	ENSG00000060491	OGFR	chr20
11886	ENSG00000060558.3	ENSG00000060558	GNA15	chr19
32965	ENSG00000060566.13	ENSG00000060566	CREB3L3	chr19
12999	ENSG00000060642.10	ENSG00000060642	PIGV	chr1
390	ENSG00000060656.19	ENSG00000060656	PTPRU	chr1
11371	ENSG00000060688.12	ENSG00000060688	SNRNP40	chr1
19019	ENSG00000060709.14	ENSG00000060709	RIMBP2	chr12
9870	ENSG00000060718.20	ENSG00000060718	COL11A1	chr1
15936	ENSG00000060749.14	ENSG00000060749	QSER1	chr11
11514	ENSG00000060762.18	ENSG00000060762	MPC1	chr6
1330	ENSG00000060971.17	ENSG00000060971	ACAA1	chr3
2151	ENSG00000060982.14	ENSG00000060982	BCAT1	chr12
6669	ENSG00000061273.17	ENSG00000061273	HDAC7	chr12
1975	ENSG00000061337.15	ENSG00000061337	LZTS1	chr8
9825	ENSG00000061455.10	ENSG00000061455	PRDM6	chr5
98933	ENSG00000061492.11	ENSG00000061492	WNT8A	chr5
9694	ENSG00000061656.9	ENSG00000061656	SPAG4	chr20
14555	ENSG00000061676.14	ENSG00000061676	NCKAP1	chr2
13690	ENSG00000061794.12	ENSG00000061794	MRPS35	chr12
858	ENSG00000061918.12	ENSG00000061918	GUCY1B1	chr4
9830	ENSG00000061936.9	ENSG00000061936	SFSWAP	chr12
15764	ENSG00000061938.16	ENSG00000061938	TNK2	chr3
15202	ENSG00000061987.14	ENSG00000061987	MON2	chr12
20511	ENSG00000062038.13	ENSG00000062038	CDH3	chr16
106343	ENSG00000062096.14	ENSG00000062096	ARSF	chrX
6116	ENSG00000062194.15	ENSG00000062194	GPBP1	chr5
1231	ENSG00000062282.14	ENSG00000062282	DGAT2	chr11
9540	ENSG00000062370.16	ENSG00000062370	ZNF112	chr19
1380	ENSG00000062485.18	ENSG00000062485	CS	chr12
6356	ENSG00000062524.15	ENSG00000062524	LTK	chr15
14761	ENSG00000062582.13	ENSG00000062582	MRPS24	chr7
13420	ENSG00000062598.17	ENSG00000062598	ELMO2	chr20
12954	ENSG00000062650.17	ENSG00000062650	WAPL	chr10
10228	ENSG00000062716.12	ENSG00000062716	VMP1	chr17
11737	ENSG00000062725.9	ENSG00000062725	APPBP2	chr17
14765	ENSG00000062822.12	ENSG00000062822	POLD1	chr19
99397	ENSG00000063015.19	ENSG00000063015	SEZ6	chr17
7687	ENSG00000063046.17	ENSG00000063046	EIF4B	chr12
7216	ENSG00000063127.15	ENSG00000063127	SLC6A16	chr19
11941	ENSG00000063169.10	ENSG00000063169	BICRA	chr19
12371	ENSG00000063176.15	ENSG00000063176	SPHK2	chr19
2443	ENSG00000063177.12	ENSG00000063177	RPL18	chr19
3775	ENSG00000063180.8	ENSG00000063180	CA11	chr19
1149	ENSG00000063241.7	ENSG00000063241	ISOC2	chr19
15468	ENSG00000063244.12	ENSG00000063244	U2AF2	chr19
10528	ENSG00000063245.14	ENSG00000063245	EPN1	chr19
2360	ENSG00000063322.13	ENSG00000063322	MED29	chr19
4519	ENSG00000063438.16	ENSG00000063438	AHRR	chr5
760	ENSG00000063587.13	ENSG00000063587	ZNF275	chrX
11933	ENSG00000063601.16	ENSG00000063601	MTMR1	chrX
15562	ENSG00000063660.8	ENSG00000063660	GPC1	chr2
2134	ENSG00000063761.15	ENSG00000063761	ADCK1	chr14
